city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Self-Driving La Jolla Audio and Walking Tour,"During this self-guided audio tour, you will explore the La Jolla coast on foot and the neighbourhood by car. Led by a live GPS map, images, text and audio, you will be guided on a walking tour along Coast Walk where you will see La Jolla Cove, Seal Rock, Children’s Pool Beach and Cuvier Park. While you look for seals, sea lions and orca whales, you will discover how La Jolla got its name, learn about the Kumeyaay tribe who once lived here, and hear about the town’s mascot, Rags the Donkey. The walk will end where the drive will begin, at La Jolla Tide Pools. During the drive, you will see La Jolla Woman’s Club, Wisteria Cottage and Athenaeum Music & Arts Library. Along the way, you will hear about the people who made this neighbourhood what it is today. The driving tour ends at La Valencia Hotel.","['The perfect mix of natural beauty and coastal city town architecture', 'A glimpse at La Jolla’s quirky characters Rags the Donkey and “The Judge”', 'A self-guided waterfront walk to spot seals and sea lions at La Jolla Cove', 'A self-guided drive through La Jolla to learn the history of this tiny town']","['Lifetime access to this audio tour in English', 'Downloadable audio app on your mobile device', 'Offline access to audio, photos and map']","['Admission', 'Transportation', 'Food and drinks', 'Parking']",[],"['Participants will be instructed to download an app, which will guide them through town.\rYour tour is available immediately after booking this tour. Password redemptions are limited to one per person in your booking. The tour provider recommends purchasing one tour per car.\rThis tour has no expiration date.\rPlease note that the duration of the tour is approximate and the actual time taken is subject to take longer if you add long detours or frequent stops for photos.\rThis is a self-guided tour; no guide will accompany you.\rShow more', 'Show more']","Departure point1325 Coast Blvd, La Jolla, San Diego, CA, 92037"
Old Town Scavenger Hunt and Trivia Game,"This fun self-guided walking tour will allow you to explore Old Town San Diego. Using a downloadable app on your mobile device, you’ll solve puzzles to earn points as you discover the Old Town San Diego State Historic Park, Heritage County Park and more. The scavenger hunt will also take you to the Old Town Artisan Market, where you’ll have a chance to learn more about the local culture. As you solve each riddle, your team will earn points and the app will guide you further along the route.",[],['Downloadable app on your mobile device'],['In person guide'],['Requires a moderate level of physical fitness'],"['Please note that discounted or reduced-price tickets are not available for this tour. Participants of all age groups should purchase the regular ticket.\rPlease note that the operational hours of Old Town Market (one riddle on the route) are as follows:\r- Thursday: 11:00-16:00\r- Friday: 12:00-18:00\r- Saturday: 11:00-20:30\rShow more', 'Show more']","Departure pointOld Town Transit Center, Taylor St 4005, Old Town, San Diego, CA, 92110Please note that live phone assistance is available if needed.

Please note that this is a self-guided tour that guides your team to places of interest throughout town.

This route starts at the Old Town Transit Center."
Self-Guided Bar Crawl Scavenger Hunt,"On this experience, you’ll use the directions of an app to embark on an exciting scavenger hunt and bar crawl through the city. It will be a new spin on a traditional bar crawl. No reservations or advanced booking will be required. Each player will have an interactive role in the game and the challenges will vary by person. The hunt will include photo and video challenges as you make your way through the various clubs, pubs and dive bars. It will be a unique way to explore the city whether you’re a local or just visiting.","['An interesting and fun way to explore the city’s clubs, pubs and dive bars', 'Scavenger hunt with a variety of challenges to keep the night entertaining', 'An introduction to the area’s bustling nightlife without joining a group tour']","['Digital copies of your scavenger hunt photos', 'Local taxes']","['Food and drinks', 'Transportation']","['Transport is wheelchair accessible', 'Wheelchair accessible', 'Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Requires a moderate level of physical fitness', 'Requires a moderate level of physical fitness']","Departure point544 Fifth Ave, Gaslamp Quarter, San Diego, CA, 92101The scavenger hunt is led through the app. No reservations are required."
California's Riviera Self-guided Audio Tour,"On this self-guided audio walking tour, you'll have the opportunity to experience southern California's coastal sights around La Jolla. Along the route, you'll be able to see art by Dr Seuss hanging in Legends Gallery, St James by-the-Sea Episcopal Church and the Children's Pool – a secluded beach home to a colony of seals. You'll also pass the La Valencia Hotel, which has hosted numerous Hollywood celebrities such as Gregory Peck, as well as Ellen Browning Scripps Park. The tour will end outside the Sunny Jim Sea Cave.",[],"['Downloadable audio app on your mobile device', 'Offline access to audio, maps and geodata']","['Smartphone and headphones', 'Transportation', 'Food and drinks', 'Admission to attractions']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointProspect St 1270, La Jolla, San Diego, CA, 92037The self-guided tour begins in front of Eddie V’s Prime Seafood on Prospect Street.

Before arrival, please download the app using the instructions and code provided on your confirmation voucher."
Las Americas Premium Outlets Visit,"This experience will allow you to explore one of San Diego’s most famous shopping centres: the Las Americas Premium Outlets.  Here, you’ll have the chance to visit a variety of top shops and restaurants, benefitting from some discounts. The self-guided nature of this experience means you can shop at your own pace and take breaks whenever you like.",[],['Bottled water'],['Tips'],['Comfortable footwear is recommended.'],"['English (UK)', 'English (UK)', 'English (UK)']","Meeting point500 W Broadway,, San Diego California, 92101Meet at the Guild Hotel."
Snorkelling Rental Package,"This full-day snorkel rental will provide you with everything you need to explore San Diego’s rich marine life.  Before you set off on your underwater adventure, you can rent a wetsuit from the rental shop or choose to wear your own. Then, you’ll get kitted out with your snorkelling gear, which includes a snorkel, fins and a mask.  A knowledgeable team member will share tips and tricks for spotting the best wildlife and you’ll also receive a map and guidebook detailing the different species in the local area. Then you’ll get to spend a whole day underwater, swimming alongside marine life including sea lions, leopard sharks, garibaldi fish, and more.",[],"['Map and guidebook', 'Snorkelling equipment']",['Wetsuit'],"['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness']","['English (US)', 'English (US)', 'English (US)']","Meeting pointLa Jolla Water Sports, 110, Garnet Ave 2710, Pacific Beach, San Diego, CA, 92109"
Who Dunnit? Gaslamp Adventure,"On this interactive walking tour – The Who Dunnit? Gaslamp Adventure –  you'll get to see the top sights of San Diego’s historical Gaslamp Quarter in a unique and fun manner. You can join your detective guide for a two-hour scavenger hunt through the atmospheric streets. You’ll solve an intriguing murder mystery, looking for clues while visiting many of the neighbourhood’s most popular sights and destinations.",[],['Guide services'],"['Tips (optional)', 'Food and drinks']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure point614 Fifth Ave, Gaslamp Quarter, San Diego, 92101Meet your guide outside the door marked 614, next to Henry's Pub. 

Your guide will be dressed as a detective."
Bus and Boat Sightseeing Tour,"During this half-day tour, you’ll have the chance to discover some of Miami’s top sites by bus and boat. You’ll first board a double-decker bus and zoom across the city, exploring famous spots such as Coconut Grove, Little Havana, the Financial District, downtown and Bayside Marketplace, among others. At the market, you’ll have the chance to eat, shop and relax. Additionally, you’ll take a 90-minute boat cruise that will lead you to Millionaires’ Row, Star Island, Hibiscus Island, Palm Island, Venetian Island, Fischer Island and more.",[],"['Bus tour', 'Boat ride to Star Island', 'Sightseeing opportunities']","['Food and drinks', 'Alcoholic drinks (available for purchase)', 'Lunch', 'Tips']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Meeting point Lincoln Rd 305, City Center, Miami Beach, FL, 33139"
90 Minute Evening Sightseeing Cruise on BIscayne Bay Miami,"90-minute Night boat tour on the famous Biscayne Bay with unparalleled views of the Miami coastline at night & Skyline lights. Bring your camera for the incredible memories. The tour will pass the Millionaire Homes, North Miami, Miami Beach, South Beach, Brickell and downtown Miami. On the boat there is a full cash bar where you can relax and enjoy a drink while you enjoy the tour and some music.",[],"['Cash Bar on the Boat', 'Miami Boat tour of Biscayne Bay at Night']",['Photos can be purchased'],[],"['3.5 / 5Good(52 reviews)See all reviews', '3.5 / 5Good(52 reviews)See all reviews', '3.5 / 5Good(52 reviews)', 'Good value3.6Facilities3.6Quality of service3.7Ease of access3.4', 'Good value3.6Facilities3.6Quality of service3.7Ease of access3.4', 'Good value3.6', 'Good value3.6', 'Good value', 'Good value', '3.6', '3.6', '', 'Facilities3.6', 'Facilities3.6', 'Facilities', 'Facilities', '3.6', '3.6', '', 'Quality of service3.7', 'Quality of service3.7', 'Quality of service', 'Quality of service', '3.7', '3.7', '', 'Ease of access3.4', 'Ease of access3.4', 'Ease of access', 'Ease of access', '3.4', '3.4', '']","Departure pointBayside Marketplace, Biscayne Blvd 401, Downtown Miami, Miami, 33132We are located behind Bayside MarketPlace. Please check in at Bayride Tours ticket office for your boarding pass."
Miami and Bayside 90 min Cruise of Celebrity Islands,"Explore Miami's most iconic landmarks from Bayside Marketplace.We are a reservations-only company, meaning is not a first come first serve service. That makes us unique. Once you book, you guarantee your departure time, just arrive 30 minutes before departure time to be able to check-in. See the stunning Miami skyline, the Port of Miami, Millionaire's Row, Fisher Island, the Venetian Island and we even take you to see the mega entrance of the Miami River where all the mega container ships pass.Learn about the city's history and culture from your knowledgeable tour guide.Spot celebrities' homes in the exclusive neighborhoods of Star Island, Fisher Island, and the Venetian Islands90-minute boat tour with more than 1o departures daily.Departs from Bayside MarketplaceAvailable in English and SpanishWheelchair accessibleCamera, sunscreen, hat, sunglasses recommendedBook your tour today and see Miami from a whole new perspective from Bayside Marketplace.",[],"['90 minutes Sightseeing boat tour', 'Restroom on board']","['Gratuity not included.', 'Gratuity']",[],"['4.1 / 5Very good(58 reviews)See all reviews', '4.1 / 5Very good(58 reviews)See all reviews', '4.1 / 5Very good(58 reviews)', 'Good value4.2Facilities4.3Quality of service4.3Ease of access4.6', 'Good value4.2Facilities4.3Quality of service4.3Ease of access4.6', 'Good value4.2', 'Good value4.2', 'Good value', 'Good value', '4.2', '4.2', '', 'Facilities4.3', 'Facilities4.3', 'Facilities', 'Facilities', '4.3', '4.3', '', 'Quality of service4.3', 'Quality of service4.3', 'Quality of service', 'Quality of service', '4.3', '4.3', '', 'Ease of access4.6', 'Ease of access4.6', 'Ease of access', 'Ease of access', '4.6', '4.6', '']","Departure point401 Biscayne Blvd, Biscayne Blvd 401, Downtown Miami, Miami, 33132Boat are located behind Victoria Secret on the northern most side of Bayside. On the water side. Pier 5, Look for the check in window that says bayride."
Private Jet ski Excursion in Miami,"With breathtaking view, Ocean Life, and adventures, Soflo Extreme Rentals has become a reputable and well-known ski rental service. Don't leave Miami's beautiful beaches without taking one of our top-of-the-line Jetskis for a spin! Be your own captain as you race along Florida's world-famous coastline, the perfect way to get your heart pumping. Whether you want to rent a Jetski to cruise at low speeds or you just want to fly above the waves, the choice is yours. No experience is necessary to operate a jet ski: it's very easy, and our professional staff will provide instructions on all you need to know before riding.",[],['Landing and facility fees'],"['Fuel, Captain, and Insurance 50$ per person']",[],"['3.2 / 5(26 reviews)See all reviews', '3.2 / 5(26 reviews)See all reviews', '3.2 / 5(26 reviews)', 'Good value2.5Facilities2.6Quality of service2.9Ease of access3.0', 'Good value2.5Facilities2.6Quality of service2.9Ease of access3.0', 'Good value2.5', 'Good value2.5', 'Good value', 'Good value', '2.5', '2.5', '', 'Facilities2.6', 'Facilities2.6', 'Facilities', 'Facilities', '2.6', '2.6', '', 'Quality of service2.9', 'Quality of service2.9', 'Quality of service', 'Quality of service', '2.9', '2.9', '', 'Ease of access3.0', 'Ease of access3.0', 'Ease of access', 'Ease of access', '3.0', '3.0', '']","Departure point3909 NE 163rd St, NE 163rd St 3909, Eastern Shores, North Miami Beach, 33160⛔️DO NOT WALK INTO ANY RESTAURANT OR ANY OTHER BUILDINGS ‼️
⛔️PLEASE BE ADVISED THAT THE MARINA CHARGES $30 TO BE PICKED UP. (Only cash)

WALK TO THE LEFT OF THE ALL GLASS BUILDING."
Millionaire's Row Boat Cruise,"This guided, 90-minute boat tour will offer a fully-narrated sightseeing cruise along the scenic Biscayne Bay.  You'll see Miami's iconic coastal sites including the Downtown Miami skyline, the Port of Miami, Fisher Island, Miami Beach and Millionaire's Row – home of the rich and famous, including Jennifer Lopez, Shakira, Oprah and Ricky Martin. Alcoholic drinks, soft drinks and light snacks are available to buy onboard during the cruise.","['90-minute guided sightseeing cruise aboard a modern yacht', 'Chance to see the glamorous homes of Millionaire’s Row', 'Views of the Miami Skyline, the Port of Miami and Miami Beach', 'Multiple departure times throughout the day for you to choose', 'Alcoholic drinks, soft drinks and snacks available for purchase']","['Guide services', 'Boat cruise']","['Food and drinks (available to purchase)', 'Hotel pickup and drop-off', 'Parking', 'Souvenir photos']",[],"['Please note that the cruise operates on a first-come, first-served basis. You will be given a boarding pass for the next available cruise time when you arrive.\rThe narration is conducted in English and Spanish.\rThrough 9 March 2024, cruise timings are as follows:\r- Monday–Friday: 10:30–17:00\r- Saturday and Sunday: 10:30–18:00\rShow more', 'Show more']","Meeting point401 Biscayne Boulevard, Miami, FLMeet your boat crew at the Island Queen Cruises ticket booth, located at the centre of Bayside Marketplace near the Tradewinds Waterfront Bar and Grill.

Please present your voucher at the ticket booth."
Everglades National Park Guided Airboat Tour,"On this guided airboat tour, you will get to explore Everglades National Park, which is the United States' largest subtropical wilderness. During the tour, you'll have a chance to see native species such as alligators, snakes and turtles. You'll also have plenty of photo-taking opportunities as you glide through the park's expansive wetlands.","['Photo opportunities of wildlife in their natural environments', 'Opportunity to travel the wetlands via airboat', 'Tour led by a knowledgeable local guide']","['Airboat ride', 'Ear protectants', 'Local taxes', 'Parking', 'Guided tour']","['Admission to Everglades National Park', 'Tips']",[],"['4.1 / 5Very good(148 reviews)See all reviews', '4.1 / 5Very good(148 reviews)See all reviews', '4.1 / 5Very good(148 reviews)', 'Good value4.1Facilities4.1Quality of service4.3Ease of access4.2', 'Good value4.1Facilities4.1Quality of service4.3Ease of access4.2', 'Good value4.1', 'Good value4.1', 'Good value', 'Good value', '4.1', '4.1', '', 'Facilities4.1', 'Facilities4.1', 'Facilities', 'Facilities', '4.1', '4.1', '', 'Quality of service4.3', 'Quality of service4.3', 'Quality of service', 'Quality of service', '4.3', '4.3', '', 'Ease of access4.2', 'Ease of access4.2', 'Ease of access', 'Ease of access', '4.2', '4.2', '']","Everglades National Park Guided Airboat TourGator Park Airboat Tours, 24050 Southwest 8th Street, Miami, FL, 33194Meet at Gator Park Airboat Tours."
Speedboat Sightseeing Tour,"On this boat ride, you’ll spend 45 minutes racing along the Miami coastline on a comfortable power catamaran. You’ll have unbeatable views of the city skyline from the water as well as commentary on some of the locations you’ll see. Your route will take you past the South Beach district with its art deco buildings, Star Island’s extravagant mansions, the Port of Miami, Flagler Memorial Island, the Venetian Islands and more.",[],['Cruise'],"['Tips', 'Souvenir photos (available to purchase)']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Suitable for all fitness levels']","['This activity is not suitable for pregnant people.', 'This activity is not suitable for pregnant people.', 'Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointThriller Miami Speedboat Adventures, 401 Biscayne Blvd., Miami, FL, 33132Meet the boat along the water between the Skyviews Miami Observation Wheel and the band stage. 

Look for the yellow umbrella and race flag at the check-in kiosk."
Sunset Cruise,"On this 90-minute guided sunset cruise you will be taken to explore the picturesque beauty of Miami. Departing from the docks at Bayside Marketplace, you'll be able to see the lavish mansions of Millionaire's Row and the homes of Gloria Estefan, Ricky Martin and Jennifer Lopez.  As you sail along the waters, you'll also have the chance to see Star Island, Palm Island and Sunset Island, as well as Fisher Island, located close to South Beach. During the cruise, you'll also be offered free time to take photographs.",[],,,[],"['4 / 5Very good(36 reviews)See all reviews', '4 / 5Very good(36 reviews)See all reviews', '4 / 5Very good(36 reviews)', 'Good value4.0Facilities3.6Quality of service3.7Ease of access3.6', 'Good value4.0Facilities3.6Quality of service3.7Ease of access3.6', 'Good value4.0', 'Good value4.0', 'Good value', 'Good value', '4.0', '4.0', '', 'Facilities3.6', 'Facilities3.6', 'Facilities', 'Facilities', '3.6', '3.6', '', 'Quality of service3.7', 'Quality of service3.7', 'Quality of service', 'Quality of service', '3.7', '3.7', '', 'Ease of access3.6', 'Ease of access3.6', 'Ease of access', 'Ease of access', '3.6', '3.6', '']","Meeting pointBayside Marketplace: 401 Biscayne Boulevard, Miami, FL"
Wynwood Walls Admission Ticket,"This is the only official admission ticket to the Wynwood Walls. We are the largest collection of world-class street art in an urban setting anywhere in the world. The street art, sculptures, and canvas works can be enjoyed at your own pace in a relaxed, comfortable, landscaped environment.",[],"['Explore the Wynwood Walls at your own pace and relax on our grounds.', 'Browse the Wynwood Walls Shop for exclusive branded artist merchandise.', 'Visit our galleries, exhibitions, and solo shows.', 'Complimentary Wi-Fi Access', 'Try spray painting in our Street Art Experience (subject to availability)', 'Stroll the two-acre Wynwood Walls complex in the heart of Wynwood']","['This is a self-guided tour. Professionally-guided tours must be purchased separately.', 'The Wynwood Walls is not affiliated with the indoor Museum of Graffiti.']",[],"['4.7 / 5Exceptional(27 reviews)See all reviews', '4.7 / 5Exceptional(27 reviews)See all reviews', '4.7 / 5Exceptional(27 reviews)', 'Good value4.6Facilities4.5Quality of service4.4Ease of access4.5', 'Good value4.6Facilities4.5Quality of service4.4Ease of access4.5', 'Good value4.6', 'Good value4.6', 'Good value', 'Good value', '4.6', '4.6', '', 'Facilities4.5', 'Facilities4.5', 'Facilities', 'Facilities', '4.5', '4.5', '', 'Quality of service4.4', 'Quality of service4.4', 'Quality of service', 'Quality of service', '4.4', '4.4', '', 'Ease of access4.5', 'Ease of access4.5', 'Ease of access', 'Ease of access', '4.5', '4.5', '']","Departure pointWynwood Walls, 2516 NW 2nd Ave, Miami Florida, 33127-4306"
Miami to Key West Day Trip with Activity Options & Hotel Pick,"Enjoy a stress-free ride to Key West!The Keys, the southernmost point in the USA is only 90 miles from Cuba and filled with fun activities and things to do. Your day can be action-packed or relaxed and low key! You choose!",[],"['Upgrade available to Snorkeling, Scuba Diving, Glass Bottom Boat, Parasail, Conch Train, Hard Rock', 'Hotel Pick-up included from South Beach', 'Day Trip Transfer to Key West by Bus']",['Food and Drink'],[],"['2.1 / 5(7 reviews)See all reviews', '2.1 / 5(7 reviews)See all reviews', '2.1 / 5(7 reviews)', 'Good value2.3Facilities2.3Quality of service2.2Ease of access2.8', 'Good value2.3Facilities2.3Quality of service2.2Ease of access2.8', 'Good value2.3', 'Good value2.3', 'Good value', 'Good value', '2.3', '2.3', '', 'Facilities2.3', 'Facilities2.3', 'Facilities', 'Facilities', '2.3', '2.3', '', 'Quality of service2.2', 'Quality of service2.2', 'Quality of service', 'Quality of service', '2.2', '2.2', '', 'Ease of access2.8', 'Ease of access2.8', 'Ease of access', 'Ease of access', '2.8', '2.8', '']","Departure pointFontainebleau Miami Beach, Collins Ave 4441, Mid-Beach, Miami Beach, 33140Please meet at the hotel pick up location at 6:20am"
Miami Sightseeing Bus Tour at Night,"On this 90-minute bus tour, you will visit some of Miami's best attractions and landmarks at night. You will pass through Ocean Drive in the South Beach neighbourhood to see hotels and restaurants built in the Art Deco style. The Waterfront area between Bayside Marketplace and Bayfront Park is another famous landmark in Miami that you will come across during the tour.",[],"['90-minute bus ride', 'All taxes and handling charges']","['Tips', 'Food and drinks']",['Suitable for all fitness levels'],"['English (UK)', 'English (UK)', 'English (UK)']","Ticket collection pointBig Bus Stop 1, Bayside Marketplace, 401 Biscayne Blvd, Miami, FL, 33132"
Evening Sightseeing Cruise,"On this 90-minute cruise, you'll set out from Biscayne Bay to see the sights of Miami by night. You'll pass famous attractions like Star Island with its homes of the famous and infamous – like Al Capone's mansion – as well as Hibiscus Island, Palm Island, Sunset Island, Fischer Island and the iconic Venetian Islands. Along the way, a host will offer commentary and point out the various landmarks and celebrity homes. You can take advantage of a cash bar on board serving snacks and drinks, and you can even upgrade your experience to include a city bus tour and experience in the Florida Everglades.",[],['90-minute evening cruise of Miami skyline'],"['Alcoholic drinks (available to purchase)', 'Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['Please arrive at least 45 minutes before the activity starts.', 'Please arrive at least 45 minutes before the activity starts.']","Departure pointBayside Marketplace, Biscayne Blvd 401, Downtown Miami, Miami, FL, 33132"
Miami Sunset and City Lights Cocktail Cruise,"Take time out from the daily grind and enjoy wine, beer, prosecco, and frozen cocktails on this two hour cruise along Miami’s coastline. Relax as the sun sets over Miami and then enjoy Miami’s spectacular nighttime skyline light up before you. You get 2 hours of relaxing music, unlimited drinks, and beautiful sights to unwind and de-stress with your family or friends. Seats are limited so make sure to book early. Please note this is not a party cruise, it is a way to relax after a hard week and enjoy the beautiful sights with an eclectic mix of music.",[],"['This relaxing cruise comes with open bar, including our popular frozen cocktails']","['Gratuities are not included but appreciated by the crew!', 'Snacks are available for purchase']",[],"['4.5 / 5Fabulous(225 reviews)See all reviews', '4.5 / 5Fabulous(225 reviews)See all reviews', '4.5 / 5Fabulous(225 reviews)', 'Good value4.8Facilities4.7Quality of service4.8Ease of access4.0', 'Good value4.8Facilities4.7Quality of service4.8Ease of access4.0', 'Good value4.8', 'Good value4.8', 'Good value', 'Good value', '4.8', '4.8', '', 'Facilities4.7', 'Facilities4.7', 'Facilities', 'Facilities', '4.7', '4.7', '', 'Quality of service4.8', 'Quality of service4.8', 'Quality of service', 'Quality of service', '4.8', '4.8', '', 'Ease of access4.0', 'Ease of access4.0', 'Ease of access', 'Ease of access', '4.0', '4.0', '']","Ticket collection pointFiesta Cruises, Slip 11, Miamarina at Bayside, Biscayne Blvd 401, Downtown Miami, Miami, 33132Look for the ticket booth with the red umbrella behind Chili's restaurant
PLEASE ALLOW PLENTY OF TIME FOR TRAFFIC AND FINDING OUR LOCATION."
Miami: 1-Hour Cruise Around Millionaire Homes & Biscayne Bay,"Experience the allure of our 60-minute Sunset Cruise, departing from Downtown Miami's Biscayne Bay. With captivating transformation of the city's skyline as the dusk envelop the surroundings. Glide past Star Island, renowned for Al Capone's Mansion, & venture by Hibiscus Island, Palm Island, Sunset Island, & Fisher Island, where the colors of the sunset magical aura upon luxurious residences.Journey through the Venetian Islands, revealing charming architecture & the romantic evening. Our bilingual captain, fluent in English & Spanish, shares insights about celebrated homes.Relax as you absorb breathtaking view, witnessing sun gracefully descend below the horizon. Miami's skyline transforms into a captivating silhouette, while the mansions of the elite gleam like shimmering jewels in the fading light. Elevate your experience with our Sunset Odyssey – a novel and romantic perspective on Miami's transition from day to night, curated for both locals and visitors alike.",[],['60 min Sunset sightseeing cruise of Miami'],"['Alcoholic drinks (available to purchase)', 'Hotel pickup and drop-off', 'Gratuities']",[],[],"Departure pointBayside Marketplace, Biscayne Blvd 401, Downtown Miami, Miami, 33132Please go to the lower level past Thriller and check in at the shuttle boat located close to land shark"
90-minute Boat Tour,"In this experience, you’ll be able to take a 90-minutes Miami Boat Tour through Biscayne Bay along the Millionaire’s Row. From here, you’ll be able to spot celebrity houses and admire the Miami skyline. During this adventure, you'll depart from Downtown Miami and have the chance to hop aboard a boat for a cruise through Biscayne Bay. As you float along the waterfront, you’ll get to hear interesting narration about the area as you pass celebrity homes and mega-mansions along the way.",[],['Boat ride'],,['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointBiscayne Blvd 401, Downtown Miami, Miami, FL, 33132Please meet your tour guide at the Marina behind Victoria Secrets at Bayside Marketplace."
Little Havana Tour with Food Tastings,"On this lively walking tour, you’ll discover the cultural and culinary hub of Miami’s Cuban-American population as you explore Little Havana with a local guide. You’ll take in the atmosphere of the bustling streets, hear traditional Cuban music, watch cigar rollers at work, visit Domino Park and meet local artists in their studios. Your guide will lead you to six family-owned restaurants and cafes in the Calle Ocho area, a renowned foodie paradise. At each destination, you’ll sample the typical, rustic foods of Cuban cuisine like homemade mamey ice cream, stuffed plantain cups, guava pastry, Cuban coffee, guarapo juice and friend malanga frita.",[],"['Guide services', 'Food tastings (amounting to a full lunch)', 'Mojito cocktail']","['Tips', 'Hotel pickup and drop-off', 'Parking']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointMDC's Tower Theater Miami, SW 8th St 1508, Little Havana, Miami, FL, 33135Arrive at the sign with 'Miami Culinary Tours' written on it.

Free parking is available behind Maximo Gomez Domino Park on SW 8th Street and 15th Ave. Metred parking is available laong SW 8th Street and at the nearby residential streets."
Full-Day Miami Bus and Boat Sightseeing Tour,"On this full-day sightseeing tour, you’ll experience Miami through bus, boat and airboat. You’ll kick-off your three-part tour with a ride on a Miami Open-Top, Double-Decker bus through the city. On your way, you’ll pass the Art Deco District, Miami Seaquarium, Downtown Miami, Miami beach and South beach.  You’ll then halt at Bayside Marketplace for lunch. Later, you’ll take a 90-minutes Miami Boat Tour through Biscayne Bay along the Millionaire’s Row. From here, you’ll be able to spot celebrity houses and admire the Miami skyline. You’ll round off the experience with an airboat tour-cum-safari through the Everglades National Park.",[],"['Miami City tour', 'Hop-on, hop-off double decker bus', 'Biscayne Bay boat tour', 'Everglades airboat tour']","['Tips', 'Food and drinks']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.', 'Operates in all weather conditions, please dress appropriately.', 'Operates in all weather conditions, please dress appropriately.']","Meeting pointLincoln Rd 305, City Center, Miami Beach, 33139"
Zoo Miami Visit,"With this voucher, you’ll get admission to Zoo Miami in Florida. You can explore the 340-acre zoo, with 3,000 animals and over 1,200 plants. You’ll see animals from around the world such as lions, tigers, orangutans, elephants, gorillas, chimpanzees, koalas, tree kangaroos, and meerkats. You can also visit the Wings of Asia Aviary, one of the largest Asian-themed aviaries in the Western hemisphere with varieties of free-flying birds. Additionally, you can visit Amazon and Beyond, a man made rainforest housing jaguars, anacondas, bats, venomous snakes, rare frogs, eagles and a 48,000-gallon aquarium. You’ll also view alligators, crocodiles, a bald eagle and river otters at Florida: Mission Everglades.","['Chance to see animals from around the world', 'View one of the largest Asian-themed aviaries', 'Spot local wildlife at Florida: Mission Everglades']",['Admission to Zoo Miami'],,[],"['4.5 / 5Fabulous(21 reviews)See all reviews', '4.5 / 5Fabulous(21 reviews)See all reviews', '4.5 / 5Fabulous(21 reviews)', 'Good value4.4Facilities4.3Quality of service4.2Ease of access4.1', 'Good value4.4Facilities4.3Quality of service4.2Ease of access4.1', 'Good value4.4', 'Good value4.4', 'Good value', 'Good value', '4.4', '4.4', '', 'Facilities4.3', 'Facilities4.3', 'Facilities', 'Facilities', '4.3', '4.3', '', 'Quality of service4.2', 'Quality of service4.2', 'Quality of service', 'Quality of service', '4.2', '4.2', '', 'Ease of access4.1', 'Ease of access4.1', 'Ease of access', 'Ease of access', '4.1', '4.1', '']","Zoo Miami Visit12400 SW 152nd Street, Miami, FL, FL 33177Please arrive at Zoo Miami."
South Beach Club Crawl,"Discover the best of Miami Beach nightlife including 3 of the hottest bars/clubs in South Beach + a massive VIP mega-club featuring top DJs from around the globe with exclusive free VIP entry!Experience an unforgettable night of wild fun at 4 of South Beach’s hottest bars, lounges, and nightclubs, all hosted by an amazing event staff.Receive exclusive “pub crawl only” drink deals and free shots!Pay zero entry fees (it's all included), and skip the nightclub lines for fast-track VIP entry.Space is limited so book now.",[],"['All entry fees', 'Exclusive drink deals and free shots', 'Event staff/hosts']",['Gratuities'],[],[],"Departure pointOcean Drive, Ocean Dr, Miami Beach Florida, 33139"
