city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Lahaina Harbor Whale Watching Tour,"This tour will give you a front row seat to see humpback whales in their natural habitat. After boarding your inflatable rafting vessel, you'll travel anywhere between two to ten miles from Lahaina Harbor for a better chance at spotting these gentle giants. In addition to humpback whales, you might even catch a glimpse of dolphins frolicking in the waves. You'll be given a hydrophone where you can listen to the haunting melodies of whale songs. You can also learn more about these marine mammals from a marine naturalist on board.",[],"['Purified water', 'Two-hour boat tour']","['Food', 'Gratuities']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (US)', 'English (US)', 'English (US)']","Departure pointLahaina Harbor, Lahaina, HI, 96761Participants are required to check in 20 minutes prior to the start of the tour at the following location: Slip 17 of Lahaina Harbor,"
Single Passenger Moped/Scooter - 18+ NO Motorcycle License Needed,"Mopeds are fun and one of the cheapest activities on Maui. Travel to the beach, go snorkeling, hike the blowhole or just drive the roads of our majestic island on Maui's #1 way to do it. MOPEDS! Mopeds are not to be ridden between sundown and sun up! Riding boundaries are south of the shop to the small town of Olowalu and north of the shop to the Nakalele Point (Blow Hole). The driver of the vehicle will need to agree to the following: -I am least 18 years of age-I possess a valid driver's license-I understand the riding boundaries-Only one rider per 50cc moped-I will wear protective eye-wear at all times-I have been instructed to wear the provided DOT approved helmet at all times",[],"['Prices do include the $5.00 Hawaii road tax (per day) and service fees', 'Fuel Surcharge - Please bring the vehicle back with what ever is left in the tank.', 'Helmets, Hands on Training, Lock and Chain, recommended stops and a lot of ALOHA!']","['Sunblock, Sunglasses, GoPro to Capture your ride', 'Damage Waiver. Includes road side assistance, theft protection and a low deductible.']",[],[],"Departure point808 Rides Mopeds, Electric Bikes, Stand-Up Scooter Rentals & Sales, Lower Honoapiilani Rd 3481, Lahaina, 96761808 Mopeds is located at 3481 Lower Honoapiilani Rd. Lahaina, Hi. 96761 and open from 8am thru 4pm"
Myths of Maui Luau Dinner and a Show,"An amazing sunset is just the beginning of a dazzling evening under the stars at Maui's longest-running luau, where beach-side seating, free-flowing drinks, all-you-care-to-eat buffet dinner, and authentic Polynesian dance combine for the perfect Hawaiian evening.Your evening begins with a cold beverage and photo opportunities as you enjoy watching the sun dip behind the horizon of the Pacific Ocean. The dinner buffet features authentic Hawaiian fare including kalua pork cooked in a traditional imu, an underground oven that cooks the meat to tender perfection. There's even a kids' buffet featuring chicken nuggets, hot dogs, and Maui potato chips.After dinner, the stage comes alive with rhythmic drumming, traditional Hawaiian, Tahitian, Samoan, and Maori performances and thrilling fire-knife dances. With vivid choreography and mesmerizing music, the show does more than entertain—it also tells the stories and legends of the islands.",[],"[""Imu ceremony to unearth Pua'a Kalua (roast pig) from in-ground oven"", 'Enchanting show with dances from Hawaii, Tahiti, Samoa, New Zealand', 'Oceanfront setting with stunning Maui sunsets', 'Shell lei aloha greeting', ""All-you-can-eat buffet with island cuisine and the Island's only keiki (kids) buffet"", 'Complimentary cocktails, beer, wine, and beverages', 'Live Hawaiian music', 'Free photo opportunities with the dancers after the show', 'Awe inspiring full cast fire finale']","['The listed price does not include a $5 parking fee, payable at the time of tour check-in.', 'Souvenir photos (available to purchase)']",[],"['What guests loved mostSee all reviewsBBea_SThis is hands down the best Luau I have been to.\nIt was very organized,  the food was delicious and the entertainment was amazing. \xa0Posted 28 February 2024 on ViatorMMark_FGreat food and drinks. Amazing dancing. Liked learning a little history of the islands. Got some good pictures of ourselves and dancers.\xa0Posted 02 February 2024 on ViatorAAbigail_MFantastic! We came from Mexico. My mom’s first time in Maui and she fell in love with the Luau. Thank you for a wonderful evening. \xa0Posted 15 January 2024 on ViatorSScot_GMusic and Dancers and the Hawaiian/Polynesian stories were great.  Service was excellent and food good.\xa0Posted 08 January 2024 on ViatorSSam_CSpectacular show, especially the fire show. Beautiful setting by the ocean, incorporated into show.  Thanks.\xa0Posted 29 December 2023 on Viator', 'What guests loved mostSee all reviews', 'BBea_SThis is hands down the best Luau I have been to.\nIt was very organized,  the food was delicious and the entertainment was amazing. \xa0Posted 28 February 2024 on ViatorMMark_FGreat food and drinks. Amazing dancing. Liked learning a little history of the islands. Got some good pictures of ourselves and dancers.\xa0Posted 02 February 2024 on ViatorAAbigail_MFantastic! We came from Mexico. My mom’s first time in Maui and she fell in love with the Luau. Thank you for a wonderful evening. \xa0Posted 15 January 2024 on ViatorSScot_GMusic and Dancers and the Hawaiian/Polynesian stories were great.  Service was excellent and food good.\xa0Posted 08 January 2024 on ViatorSSam_CSpectacular show, especially the fire show. Beautiful setting by the ocean, incorporated into show.  Thanks.\xa0Posted 29 December 2023 on Viator', 'BBea_SThis is hands down the best Luau I have been to.\nIt was very organized,  the food was delicious and the entertainment was amazing. \xa0Posted 28 February 2024 on Viator', 'BBea_SThis is hands down the best Luau I have been to.\nIt was very organized,  the food was delicious and the entertainment was amazing. \xa0Posted 28 February 2024 on Viator', 'B', 'B', 'B', 'Bea_S', 'Bea_S', 'Posted 28 February 2024 on Viator', 'MMark_FGreat food and drinks. Amazing dancing. Liked learning a little history of the islands. Got some good pictures of ourselves and dancers.\xa0Posted 02 February 2024 on Viator', 'MMark_FGreat food and drinks. Amazing dancing. Liked learning a little history of the islands. Got some good pictures of ourselves and dancers.\xa0Posted 02 February 2024 on Viator', 'M', 'M', 'M', 'Mark_F', 'Mark_F', 'Posted 02 February 2024 on Viator', 'AAbigail_MFantastic! We came from Mexico. My mom’s first time in Maui and she fell in love with the Luau. Thank you for a wonderful evening. \xa0Posted 15 January 2024 on Viator', 'AAbigail_MFantastic! We came from Mexico. My mom’s first time in Maui and she fell in love with the Luau. Thank you for a wonderful evening. \xa0Posted 15 January 2024 on Viator', 'A', 'A', 'A', 'Abigail_M', 'Abigail_M', 'Posted 15 January 2024 on Viator', 'SScot_GMusic and Dancers and the Hawaiian/Polynesian stories were great.  Service was excellent and food good.\xa0Posted 08 January 2024 on Viator', 'SScot_GMusic and Dancers and the Hawaiian/Polynesian stories were great.  Service was excellent and food good.\xa0Posted 08 January 2024 on Viator', 'S', 'S', 'S', 'Scot_G', 'Scot_G', 'Posted 08 January 2024 on Viator', 'SSam_CSpectacular show, especially the fire show. Beautiful setting by the ocean, incorporated into show.  Thanks.\xa0Posted 29 December 2023 on Viator', 'SSam_CSpectacular show, especially the fire show. Beautiful setting by the ocean, incorporated into show.  Thanks.\xa0Posted 29 December 2023 on Viator', 'S', 'S', 'S', 'Sam_C', 'Sam_C', 'Posted 29 December 2023 on Viator', '']","Departure pointMyths of Maui Luau, 2780 Kekaa Dr, , Lahaina Hawaii, 96761-1992"
Maui's Only Clear Bottom Kayak Rental (priced per tandem kayak),Come experience the ocean at your own pace in Maui's only clear bottom kayaks. Our kayaks are great for all ages and skill levels. The trickiest part of kayaking in the ocean is launching and landing the kayak. We carry the boat to the water for you and assist with getting past the surf.,[],"['included items, include a personal floatation device, tandem kayak, paddles, and a squirt gun']",['Gratuities'],[],[],"Departure pointMakena Landing Park, Makena Rd 5083, Kihei, 96753please park in the lot at the park and walk 2 min south to our truck and trailer"
Self-driving Audio Tour of Road to Hana,"On this self-driving audio tour, you will explore the Hana Highway, a more than 100-kilometre scenic road that runs through some of Maui's most special sites. This tour will also give you the opportunity to learn more about the history of Hawaii as you drive.  The tour will follow a route that will pass along many different places of interest, including the picturesque town of Paia, Ho‘okipa Beach, Twin Falls, Waikamoi Ridge Trail, Kaumahina State Wayside Park, Honomanu Bay, Ching’s Pond, Wailua Valley, Pua'a Ka'a State Wayside and the Kīpahulu Visitor Center, where the tour will end.","['Chance to enjoy flexible planning while exploring Hana Highway', 'Offline access to the downloaded audio tour on your mobile device', 'Family-friendly route covering many different places of interest']","['Downloadable audio guide on your mobile device', 'Live GPS map', 'Email, chat and call support']","['Admission to sites', 'Vehicle rental and parking', 'Food and drinks']",['Public transport links nearby'],"['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point41145 Hana Hwy, Kula, Hana, HI, 96790"
Molokini Crater Snorkelling Tour,"On this half-day tour, you’ll travel to the prime snorkelling spots of Molokini Crater and Turtle Town on a triple-decker catamaran. In the clear tropical waters of the extinct volcanic cone, you can spot marine life like urchins, sharks, manta rays, coral and many species of sea bird.  In Turtle Town, you can swim with large turtles and an array of vibrant reef fish. You’ll have dedicated catering on board with breakfast, lunch, snacks and drinks. You’ll also find a glass-bottomed viewing room and two water slides to keep you entertained when you aren’t snorkelling.","['Marine life like fish, sea urchins, sharks and manta rays', 'A stop at Turtle Town to see turtles and native birds', ""Maui's only triple-decker catamaran and on-board catering""]","['Cruise', 'Skipper and crew services', 'Snorkelling equipment, flotation device and two slides', 'Glass-bottomed viewing room', 'Soft drinks and juice', 'Continental breakfast', 'Deli sandwiches']","['Tips', 'DVD (available to purchase)', 'Wetsuit and underwater camera (available to rent)', 'Alcoholic drinks', 'Hotel pickup and drop-off']","['Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Not recommended for visitors with heart problems or serious medical conditions', 'Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness', 'Requires a moderate level of physical fitness']","Departure point101 Maalaea Rd, Wailuku, HI, 96793Meet in the harbour at Slip 82 to fill out the safety waiver and complete check-in.

Paid parking is available next to the boat for USD 0.50/hour.

There is a free parking lot between the Maui Ocean Center and the 76 Gas Station."
Surf Lessons in Lahaina,"With this lesson, you’ll be taught how to surf at a surf school in Maui. If you’re a beginner, Maui is ideal as it features warm water and consistent waves to help you start out and learn better. The surf school instructors are locals and are passionate about this water sport, making them your perfect guides. You’ll be taught how to ride an ocean wave and surf with the right technique. You'll get all the surfing equipment, including a surfboard, booties and rash guard. Then you’ll surf at the surf break, which is ideal for longboard surfing and is located within walking distance of the school. The facility is equipped with restrooms and lockers, which you can use. By the end of your lesson, you’ll also get photographs taken at the time of the lesson.",[],"['Surfing equipment', '90 minutes group surf lesson']","['Food and drinks', 'Tips']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure point640 Front St, Lahaina, HI, 96761Please arrive at the Outrageous Adventures Surf School located next to Paia Fish market, Lahaina restaurant and Bella Surf Cafe."
Molokini Crater Snorkelling Tour,"For this special experience, you’ll cruise out to the Molokini Crater – a partially submerged volcanic crater – to snorkel in some of the clearest waters in the world. Beneath the waves, you’ll find hundreds of species of beautiful tropical fish. You’ll spend 90 minutes anchored, and in addition to snorkelling, you can relax on board and take in the idyllic view.",[],"['Bottled water', 'Snorkelling equipment', 'Floatation device']","['GoPro rental', 'Sea scooter', 'Underwater photography and video']",[],"['The minimum age for participating in this tour is five years.\rCheck-in for the 07:00 tour is at 06:30, and the cruise returns at 09:00.\rCheck-in for the 09:30 tour is at 09:00, and the cruise returns at 11:30.\rPlease note that the cruise may be bumpy, and you will get wet.\rPlease bring your ticket with you to the attraction.\rShow more', 'Show more']","Departure pointKīhei Boat Landing, S Kihei Rd 2920, Wailea, Kihei, 96753Arrive at the car park of the Kīhei Boat Landing by the boat and truck called The Getaway, parked across from the restroom area. 

For 09:30 and 11:30 tours, please wait under the trees at the bench tables near the boat launching area."
Sea Scooter Snorkeling Tour,"On this tour, you’ll have the opportunity to explore the reef of Wailea Bay during a sea scooter snorkelling adventure. You’ll begin the experience in Wailea Beach, where you’ll receive a detailed briefing about ocean safety and learn how to use the equipment.  Accompanied by an experienced guide, you’ll then be able to explore Maui’s underwater world and discover diverse marine creatures such as Hawaiian green sea turtles, octopuses, rays, eels, butterfly fish and plenty of colourful marine flora.",[],['Equipment and gear'],,['Please arrive at least 30 minutes before the activity starts.'],"['English (UK)', 'English (UK)', 'English (UK)']","Departure pointWailea Alanui Dr 3894, Wailea, Kihei, HI, 96753Please meet your guide at the bench tables of Wailea beach public parking entrance, near the shower and restroom area."
Two-hour Guided Whale-watching Tour,"On this two-hour guided whale-watching tour, you'll leave Maaelea Harbor for an opportunity to spend time with humpback whales in Maui. You'll visit the Maui Ocean Center and learn from its marine naturalists.  You'll use underwater hydrophones to listen to whale songs during the tour. You'll also discover and try to interpret the social behaviour of the marine mammals, including interactions between calves and mothers. Finally, you'll have a chance to shop and dine at the end of the tour.",[],['Boat ride'],"['Hotel pickup and drop-off', 'Drinks', 'Tips']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 45 minutes before the activity starts.', 'Please arrive at least 45 minutes before the activity starts.']","Departure point192 Maalaea Rd, Wailuku, HI, 96793Please arrive at the PWF retail shop in Maalaea Harbor. 

You can park at the Maui Ocean Center's parking lot."
Maui Pineapple Tour,"On this unique tour, you'll learn about the history and present-day techniques of pineapple cultivation. You'll head to the town of Haliimaile, where your local guide will lead you through a working pineapple plantation and packing facility.  You'll explore the pineapple fields and learn about the growing cycle and cultivation methods, sampling delicious fresh pineapple at each stage. You'll also receive a complimentary, airport-ready pineapple to take with you.",[],"['Souvenir pineapple', 'Pineapple samples']",,[],"['The minimum age for participating in this tour is three years. \rNo refunds will be given to parties that arrive with children aged under three. \rThis tour is suitable for wheelchair and walker users. Foldable walkers and wheelchairs are allowed. \rPlease note that you will need to be able to climb three steps to enter and exit the transport.\rPlease bring your ticket with you to the attraction.\rShow more', 'Show more']","Departure pointHaliimaile Rd 883, Makawao, HI, 96768Meet your guide at the Haliimaile Distilling Company."
Kayak and Snorkel - South Shore Turtle,"In the morning, the guide will lead you on a leisurely paddle through Makena Bay along its beautiful coastline with views of Molokini and Haleakala Volcano. Take the opportunity to snorkel over colorful reefs and, in Turtle Town, with Hawaii’s endangered green sea turtles and a variety of colorful marine life. Don’t be surprised if you spot dolphins or, during whale season, possibly encounter humpback whales. This 2.5-hour snorkel and kayak adventure is for ages 5 years and up, for beginners and pros. There is a maximum group size of 10 people and it will be provided bottled water.",[],"['Light refreshments', 'Beach side safety and paddling instruction from our guides', 'Professional guide', 'Life Jackets', 'Use of Snorkelling equipment', 'Quality late model ocean touring kayaks']","['Gratuities', 'Hotel pickup and drop-off NOT included']",[],"['4.8 · Exceptional(37 reviews)See all reviews', '4.8 · Exceptional(37 reviews)See all reviews', '4.8 · Exceptional(37 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure point5180 Makena Alanui, Makena Alanui 5180, Kihei, 96753GOOGLE / APPLE Map Makena Landing. **** DO NOT go to any residential address.

From Makena Landing parking lot, with ocean on right, walk up over little hill - ask for Kelii's Kayak"
Road To Hana: Audio Driving Tour,"Download GuideAlong (GyPSy Guide) self-guided audio tour and you'll discover more on your Road To Hana road trip. Hear fascinating behind-the-scenes stories, local tips and directions play automatically along the route, all based on your location. You'll be guided to all of the area's famous highlights and lessor known gems including Maui's most famous black sand beach, numerous picturesque waterfalls, green sea turtle spotting beaches, and the best place to see the brightly colored Rainbow Eucalyptus trees.Enjoy the freedom to explore offline at your own pace, spending more time at places that interest you, and bypass any that don’t.✅ Stories, tips and directions play automatically based on your location✅ Travel at your own pace✅ Tour offline using GPS, no cell service or WiFi needed✅ Suggested itineraries for half, full or multi day use✅ No time limits or expiry, free updates✅ Includes 3 driving route optionsPurchase one tour per vehicle.",[],"['Support: Toll free phone, chat and email', 'Easy To Use: Pre-download and tour offline', 'Trip Planners: In-app, web and PDF', 'Location Based: Stories, tips & directions that autoplay', 'GuideAlong (GyPSy Guide) Audio Tour: 140 Points', 'One-Time Purchase: No time or date use limit or expiry', 'Flexible Routes: Suggested itineraries or create your own']","['National Park Passes', 'Timed Entry/Reservations']",[],"['What guests loved mostSee all reviewsAAnn_KGreat narrative, very interesting.  We went on a Sunday so a lot of things were closed. Easy to use and follow. \xa0Posted 09 January 2024 on ViatorKKeisha_RThe absolute BEST.  I just wish they offered even more locations as I will definitely be using this whenever I can.\xa0Posted 20 September 2023 on ViatorDDeedee_BThe beautiful vistas, the lava rocks and black sand beach.  We stopped at the arboretum and for ice cream \xa0Posted 12 August 2023 on ViatorDDawn_OWe loved our guided tour of ‘The Road toHana’ in Maui…we had done this route before but this time we learned about new areas and history of Hawaii\xa0Posted 21 March 2023 on ViatorKKaren_KSpot on directions. The narrator offered a lot of very knowledgeable information.  He has a great sense of humor too. We really appreciated our road t...\xa0morePosted 06 January 2024 on Viator', 'What guests loved mostSee all reviews', 'AAnn_KGreat narrative, very interesting.  We went on a Sunday so a lot of things were closed. Easy to use and follow. \xa0Posted 09 January 2024 on ViatorKKeisha_RThe absolute BEST.  I just wish they offered even more locations as I will definitely be using this whenever I can.\xa0Posted 20 September 2023 on ViatorDDeedee_BThe beautiful vistas, the lava rocks and black sand beach.  We stopped at the arboretum and for ice cream \xa0Posted 12 August 2023 on ViatorDDawn_OWe loved our guided tour of ‘The Road toHana’ in Maui…we had done this route before but this time we learned about new areas and history of Hawaii\xa0Posted 21 March 2023 on ViatorKKaren_KSpot on directions. The narrator offered a lot of very knowledgeable information.  He has a great sense of humor too. We really appreciated our road t...\xa0morePosted 06 January 2024 on Viator', 'AAnn_KGreat narrative, very interesting.  We went on a Sunday so a lot of things were closed. Easy to use and follow. \xa0Posted 09 January 2024 on Viator', 'AAnn_KGreat narrative, very interesting.  We went on a Sunday so a lot of things were closed. Easy to use and follow. \xa0Posted 09 January 2024 on Viator', 'A', 'A', 'A', 'Ann_K', 'Ann_K', 'Posted 09 January 2024 on Viator', 'KKeisha_RThe absolute BEST.  I just wish they offered even more locations as I will definitely be using this whenever I can.\xa0Posted 20 September 2023 on Viator', 'KKeisha_RThe absolute BEST.  I just wish they offered even more locations as I will definitely be using this whenever I can.\xa0Posted 20 September 2023 on Viator', 'K', 'K', 'K', 'Keisha_R', 'Keisha_R', 'Posted 20 September 2023 on Viator', 'DDeedee_BThe beautiful vistas, the lava rocks and black sand beach.  We stopped at the arboretum and for ice cream \xa0Posted 12 August 2023 on Viator', 'DDeedee_BThe beautiful vistas, the lava rocks and black sand beach.  We stopped at the arboretum and for ice cream \xa0Posted 12 August 2023 on Viator', 'D', 'D', 'D', 'Deedee_B', 'Deedee_B', 'Posted 12 August 2023 on Viator', 'DDawn_OWe loved our guided tour of ‘The Road toHana’ in Maui…we had done this route before but this time we learned about new areas and history of Hawaii\xa0Posted 21 March 2023 on Viator', 'DDawn_OWe loved our guided tour of ‘The Road toHana’ in Maui…we had done this route before but this time we learned about new areas and history of Hawaii\xa0Posted 21 March 2023 on Viator', 'D', 'D', 'D', 'Dawn_O', 'Dawn_O', 'Posted 21 March 2023 on Viator', 'KKaren_KSpot on directions. The narrator offered a lot of very knowledgeable information.  He has a great sense of humor too. We really appreciated our road t...\xa0morePosted 06 January 2024 on Viator', 'KKaren_KSpot on directions. The narrator offered a lot of very knowledgeable information.  He has a great sense of humor too. We really appreciated our road t...\xa0morePosted 06 January 2024 on Viator', 'K', 'K', 'K', 'Karen_K', 'Karen_K', 'Posted 06 January 2024 on Viator', '']","Departure pointRoad To Hana, Hana Hwy, Kula, 96790Commentary plays automatically based on your location, so you have flexibility on where and when you want to start and end your tour anywhere along the tour route."
Te Au Moana Lūʻau with Dinner,"During this lūʻau experience, you'll see the Te Au Moana show as you dine by the ocean. You'll discover stories of Polynesian history as you watch and join in with the dances and see a fire knife performance under the stars.  You'll have a family-style Hawaiian dinner served at your private table as you hear tales of fishing, gathering and voyaging around the islands.",[],"['Polynesian dances with a fire knife performance', 'Gift', 'Gourmet Hawaiian meal', 'Pre-show music and entertainment', 'Lei or necklace (subject to availability)']","['Valet parking', 'Transportation', 'Souvenir photos (available to purchase)']",['Suitable for all fitness levels'],"['Visitors must show a valid photo ID.', 'Visitors must show a valid photo ID.']","Departure pointTe Au Moana Luau, 3700 Wailea Alanui Dr, Wailea Beach Resort - Marriott, Maui, Wailea Hawaii, 96753-8347"
Seven-line Maui Zip Line Tour on the North Shore,"This adventurous tour will give you the chance to visit Camp Maui on Hawaii's North Shore and experience a flight on seven zip lines over the historic World War II base. You'll be met by expert guides, who will tell you about zip line safety, as well as share historical facts and give insights into the local wildlife and culture. During the tour, you'll be able to explore towers, aerial platforms and suspension bridges apart from seven zip lines. You'll get the opportunity to fly through the camp and enjoy the panoramic views. You'll also gain free access to Camp Maui Museum.",[],"['Bottled water', 'Guide services', 'All necessary equipment']","['Hotel pickup and drop-off', 'Tips', 'Food']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Visitors must weigh between 19kg and 122.', 'Visitors must weigh between 19kg and 122.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointKauhikoa Rd 2065, Haiku, HI, 96708"
Butterfly Farm Admission,"With this ticket, you can explore the extensive grounds of Maui's magnificent butterfly farm. On the organic farm dedicated to propagation, research and education, you'll see a variety of native species that have been bred and raised in-house, and you'll learn about the facility's efforts towards the conservation of these beautiful and extraordinary creatures.",[],['Admission'],,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointOlowalu Village Rd 820, Lahaina, 96761"
Road to Hana Tour with Lunch and Pickup,"With over 20 years of experience and expert, NAI certified guides, no one is more qualified to lead you through Maui’s Road to Hana than us. And since we’ve done this a few times, we’ve thought of every detail—from passenger vans custom built for the winding roads to small tour sizes—to guarantee you have an incredible journey.Highlights of the tour include a long stop at Waianapanapa State Park with itʻs famous Black Sand Beach, Pua'a Ka'a for a waterfall swim, weather and safety permitting, and a delicious picnic lunch at a classic Hana flower farm. Other stop locations depending on tour guide and parking availability.Let us do the work, so you can enjoy the ride!",[],"['Bottled water', 'Continental breakfast served at the beautiful Maui Tropical Plantation', 'Air-conditioned vehicle', 'Buffet style luncheon with Huli Huli Chicken (GF/DF) as main entree. A Thai Coconut Veggie Tofu Curry is available as a Vegan option.']",,[],[''],
Molokini and Turtle Arches Snorkelling Adventure,"During this experience, you’ll be offered the opportunity to snorkel at Molokini and Turtle Arches.  Departing from Maalaea Harbour, you’ll board a catamaran and begin your adventure. Along the way, you’ll be served a continental-style breakfast before receiving a safety and educational briefing on Hawaii’s coral reefs and marine wildlife. You’ll then reach Molokini, where you’ll get to swim and snorkel amid breathtaking landscapes. Additionally, you’ll also be able to explore Turtle Arches, a scenic reef that is home to underwater lava arches and a vibrant population of green sea turtles.",[],"['Barbecue lunch', 'Soft drinks and water', 'Snorkelling equipment', 'Continental breakfast']","['Tips', 'Souvenir photos (available to purchase)', 'Hotel pickup and drop-off']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Departure point192 Maalaea Rd, Wailuku, HI, 96793The tour starts at the listed address at PWF retail store in Maalaea Harbor Shops next to Maui Ocean Center Aquarium shared parking."
South Maui Self-guided E-Bike Tour,"On this self-guided cycling tour, you'll take an E-bike and explore some of southern Maui at your own pace. You'll have a choice of routes and activities to do including the most popular ride along the Wailea coastal trail with a stop to snorkel at one of the picturesque beaches along the way.  Your other options will be to cycle down South Kihei road and then hike along the ocean or you might choose to explore Kihei and do some shopping and visit one of the many restaurants. You'll be able to do just one of these or a combination of all three with your six-hour rental.",[],"['Backpack (upon request)', 'Electric bike rental', 'Detailed self-guided tour directions', 'Snorkelling equipment and carry bag', 'Helmet and bike lock']","['Tips', 'Private transportation']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Visitors cannot weigh more than 125kg.', 'Visitors cannot weigh more than 125kg.', 'Visitors must be at least 147cm tall.', 'Visitors must be at least 147cm tall.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointS Kihei Rd 1770, Kihei, HI, 96753Please arrive at the listed address. Free parking is available.

Please present your voucher at the bike rental shop."
Hana Small-group Tour,"On this small-group tour, you’ll have the chance to explore the sights of Hana with a professional guide. You’ll begin your trip with a stop for coffee before travelling along 64 miles of the coastal road, with 640 turns and curves. Along the way, you’ll see some of the region’s scenery, including views of the sea, the Three Bears Waterfall and a roadside bamboo forest. You’ll stop to visit the black sands of Paiola Beach and nearby volcanic caves and see a lava tube blowhole that can shoot water up to 20 feet into the air.  You’ll also be able to stop at the village of Ke’anae, the Palapala Ho’omau Church, the Maui Honeybee Sanctuary and Laulima Farm. You’ll end your tour at Ho’okipa Beach, where you can spend time watching surfers or exploring the white sand beach.","[""Guided tour of the region's coastal scenery and cultural landmarks"", 'See black sand beaches and rock formations formed by lava flows', 'Visit to landmarks including Palapala Ho’omau Church and Ho’okipa']","['Hotel pickup and drop-off', 'Transportation in an air-conditioned vehicle', 'Guide services', 'Snacks', 'Breakfast', 'Bottled water', 'Lunch']",['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point1090 Ho'okele St, Kahului, HI, 96732Please note that pickup and drop-off services are available from selected hotels. Please enter your pickup details at checkout.

If you aren't using the hotel pickup service, please make your way to the designated meeting point.

Please contact the tour provider to confirm your pickup or meeting point details. You'll find their contact details on the ticket."
Two-hour Whale-watching Tour from Lahaina Harbour,"On this two-hour boat tour, you’ll sail in the ocean surrounding Maui County to see whales in their natural habitat.  Starting at Lahaina Harbour, you’ll board an inflatable rafting vessel with your navigator and guide. You’ll sail as far as ten miles into the ocean to spot humpback whales and dolphins. You can also listen to whales using a hydrophone.",[],['Purified water'],,"['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (US)', 'English (US)', 'English (US)']","Departure pointLahaina Harbor, Lahaina, HI, 96761Meet your guide at Slip 17 at Lahaina Harbour."
Molokini Crater & Turtle Town Snorkelling Tour,"This guided tour will give you the chance to explore the underwater world off Maui's famous Molokini Crater – a crescent-shaped, partially submerged volcanic crater situated in the ʻAlalākeiki Channel. You'll explore this magical place in the morning and will be given snorkelling equipment and flotation devices to ensure that your experience is as safe and enjoyable as it can be. You'll stand a good chance of spotting triggerfish, butterfly fish, yellow tangs, moray eels and whitetip reef sharks. You'll continue your tour with a visit to the aptly-named 'Turtle Town' where you'll be able to spot the resident green turtles that call this spot home.",[],"['Snacks', 'Floatation devices', 'Use of snorkelling equipment', 'Light lunch', 'Bottled water']",,['Please arrive at least 30 minutes before the activity starts.'],"['English (UK)', 'English (UK)', 'English (UK)']","Departure pointKīhei Boat Landing, S Kihei Rd 2920, Wailea, Kihei, 96753Meet your guide by the truck called 'The Getaway' at the parking area by the Kihei boat ramp. It will be parked across from the restroom area."
