city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Martin Luther King Jr. in Atlanta Exploration Game,"This fun city exploration game will allow you to take a walking tour of Atlanta centred around the life of Martin Luther King Jr. You'll solve clues on your phone at various points that will unlock stories about significant locations related to the prominent social activist. Highlights include the Civil Rights Walk of Fame, Martin Luther King, Jr. National Historical Park and a chance to learn about other key figures involved in the civil rights movement.",[],"['City exploration game', '24/7 customer support']","['Tour guide', 'Tickets to attractions']",['Suitable for all fitness levels'],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Questo App City Exploration Game'],"Departure pointBirth Home of Martin Luther King, Jr, Auburn Ave NE 501, Old Fourth Ward, Atlanta, 30312"
Atlanta Self-Guided Walking Audio Tour Guide,"Explore all that Atlanta, Georgia has to offer with a self-guided audio tour! From Coca-Cola World to Dr. Martin Luther King Jr.’s birthplace, this bustling city is brimming with history, activity, and more. This self-guided walking audio tour allows you to explore Atlanta’s modern and historic wonders with maximum flexibility and value.After booking, you can check your email before downloading the Tour Guide App by Action, enter your unique password, and access your tour. The preceding steps require good internet/wifi access. Simply follow the audio instructions and the route from there. This is not an entrance ticket. Check opening hours before your visit.New, extra validity — now, it’s yours for an entire year! Use multiple times over multiple trips!",[],"['Easy-to-use app: download Action’s Tour Guide App onto your phone', 'Engaging storytelling: Uncover unique tales and thrilling history for a memorable journey!', 'Perfect narrator: nothing can beat listening to a great voice. Proven with tons of rave reviews!', 'Offline maps: no signal, no problem! Works perfectly without cellular or wifi.', 'Comprehensive route and stops: See it all, miss nothing, leave no stone unturned!', 'Go at your own pace: Start anytime, pause anywhere, enjoy breaks for snacks and photos freely!', 'Learn more: dive deeper into any story you enjoyed with extra stories.', 'Hands-free: audio stories play on their own based on your location. Easy to use!']","['Attraction passes, entry tickets, or reservations']",[],[],"Departure pointAtlanta Visitor Information Center at Centennial Olympic Park, Park Ave W NW 267, Centennial Park District, Atlanta, 30303After booking the tour, search your email for the phrase Set up your self-guided tour now. Follow these instructions NOW to finish setting up the tour while you have Wi-Fi/data. Do NOT wait until you are onsite."
Atlanta Civil Rights Self Guided Audio App Walk of Freedom Tour,"Explore the historic Civil Rights sites in Atlanta at your own pace and schedule on our Location Aware Audio Walking Tour App. You’ll see sites associated to Martin Luther King’s Jr including his home, the Ebenezer Baptist Church, his tomb, and many places he frequented and learn the story of the man Martin Luther King Jr. including how he changed his name from Michael King. You'll learn about his Father, Big Daddy King, and his influences in Atlanta that made him the man he became. 'Hear parts of his historic speeches on site and feel the emotion of his words. You'll learn the history of the I Have A Dream speech, and how he did not plan to give it that day. And you'll learn about assassination, and the dent he put in the universe. You’ll also see historic sites and learn about other local civil rights heroes including Reverend Borders, the first black millionaire Madam CJ Walker, John Wesley Dobbs, David T. Howard, John Lewis, many more.",[],"['Go at your own pace, anytime. The tour never expires', 'Civil Rights tour of Atlanta on our Walking Tour app', 'Best deal in town for only $6.75!', 'Listen again after you take the tour to relive the adventure', 'Go 24/7/365']","[""No food, drinks or entrance tickets, it's all outside""]",[],[],"Departure pointBirth Home of Martin Luther King, Jr, Auburn Ave NE 501, Old Fourth Ward, Atlanta, 30312The tour starts at the birth home of Martin Luther King where you'll learn the story of his family and his childhood including the story of how he was born Michael King. From here our walking tour app will guide you through the streets telling you Atlanta's historic story."
Indoor Skydiving Two Flights Experience,"This private experience will give you the chance to try indoor skydiving in a modern vertical wind tunnel. Accompanied by a professional instructor, you’ll first get training and learn about skydiving tricks. You’ll then be able to step into the tunnel with your instructor and enjoy two thrilling flights with free-fall conditions. At the end of the experience, you’ll receive a personalised certificate confirming your flight achievements.",[],"['Two flights', 'Training', 'All equipment', 'Personalised flight certificate', 'Instructor services', 'Private skydiving experience']",,['Requires a moderate level of physical fitness'],"['This activity is not suitable for pregnant people.', 'This activity is not suitable for pregnant people.', 'Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointiFLY Indoor Skydiving - Atlanta, Cobb Pkwy SE 2778, Atlanta, GA, 30339The experience takes places at the listed address, located a 20-minute drive away from Downtown Atlanta."
Guided Sightseeing by Electric Car,"On this sightseeing tour, you will hop in an electric car and explore the heart of the city. As you make your way through the city’s historical and unique neighbourhoods, you will get a feel of the city’s heritage. Among the places of interests that you will see are Inman Park, the Old Fourth Ward and the Georgia Institute of Technology. You will also get to see Midtown Atlanta, an area that hosts a high concentration of restaurants, bars and hotels.","['Chance to see as much of Atlanta in under two hours', 'Interesting insights into the city’ history and traditions', 'Electric car travel offers convenient way to get around']",['Guide services'],['Tips (optional)'],['Children under 18 years old must be accompanied by an adult.'],"['English (US)', 'English (US)', 'English (US)']","Guided Sightseeing by Electric Car160 Ted Turner Dr NW, Suite D., Atlanta, GA, 30303"
Guided Martin Luther King Jr Walking Tour,"During this 1.5-hour walking tour, you’ll have the chance to explore several areas of Atlanta connected to Martin Luther King Jr. Together with a local guide, you’ll get to visit the Ebenezer Baptist Church, the King Centre, the King Historic District and other important landmarks. You’ll also gain historical, cultural and architectural insights into the life of the minister and activist and his bond with the city of Atlanta.","['Chance to learn about Dr King and Civil Rights leaders', 'Opportunity to visit the iconic Prince Hall Grand Lodge', 'Views of the Ebenezer Baptist Church and King Centre']","['Parking', 'Guide services']","['Food and drinks', 'Tips (optional)', 'Transportation', 'Water']",['Please arrive at least 15 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","Meeting point450 Auburn Ave NE, Atlanta, GAMeet your guide across the street from the Ebenezer Baptist Church. Your guide will be waiting in the amphitheater or near the rose garden.

Free parking is available on John Wesley Dobbs Ave at the National Historic Park car park, a five-minute walk from the tour's starting point."
Half-Day North Georgia Wine Country Tour From Atlanta,Leaving Atlanta and enjoy a half-day excursion to the North Georgia Wine Country. This tour is designed for guest who are only visiting for a short amount of time or they are only available in the afternoon. Admire the rolling hills and vineyards that make up Georgia’s premier wine region.  Visit two celebrated wineries for approximately 9 wine tastings. The total tour duration already includes travel time.,[],"['Wine tasting', 'Alcoholic Beverages']",['Lunch'],[],[],"Departure pointTrader Vic's, Courtland St NE 255, Peachtree Center, Atlanta, 30303Meet in front of Trader's Vic's on the OUTSIDE of the Hilton Atlanta Hotel in Downtown Atlanta. Trader Vic's is on John Portman Blvd between Courtland St and Piedmont Ave."
Trolley Tour of Landmarks,"The Peachtree Trolley will provide you with the best way to get around Atlanta's famous landmarks, including full narration from your guide as you begin near Centennial Olympic Park. As well as the famous 1996 Games venue, you will see the home of Atlanta Falcons and Atlanta United. You will glimpse Atlanta's oldest cemetery, the place where Gone With The Wind was written , find out about Atlanta's automobile legacy and observe the High Museum of Art. There will also be a large public green space to enjoy.  Alliance Theater Atlanta Symphony- Home of the Atlanta Falcons and Atlanta United- Georgia State Capitol- Largest public green space",[],['Guide'],,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointBaker St NW 275, Centennial Park District, Atlanta, GA, 30313Please meet outside the Hilton Garden Inn Hotel in downtown Atlanta. The ticket agent is located outside of the Hilton Garden Inn Hotel in Downtown Atlanta. 

The trolley will present near the valet area of the hotel approximately 15  to 20 minutes in advance of the tour time.  All participants must check in with the tour guide."
Atlanta BeltLine Food and Street Art Tour,"On this tour of the Atlanta BeltLine, you’ll visit this revitalised region’s vibrant neighbourhoods, where you’ll see colourful street art and sample dishes in four culturally diverse restaurants. You’ll also be treated to a margarita tasting.   Starting at Krog Street Market, you’ll get a glimpse into Atlanta’s cosmopolitan food scene inside this large food hall. With your guide, you’ll stop at several restaurants for food and drink samples while making your way down the BeltLine. You’ll also gain insights into the region’s street artists while viewing temporary outdoor art exhibits.",[],"['Food tastings', 'Guide services']",['Tips'],"['Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['The minimum age for consuming alcohol is 21 years.', 'The minimum age for consuming alcohol is 21 years.', 'A maximum of 4 participants is required. In case the number is reached, you will be suggested with a new date or full refund option.', 'A maximum of 4 participants is required. In case the number is reached, you will be suggested with a new date or full refund option.']","Departure pointKrog Street Market, Krog St NE 99, Inman Park, Atlanta, GA, 30307Meet your guide on the covered patio in front of The Merchant, located outside of Krog Street Market."
Stranger Things Film Locations Tour,"This tour will take you around Atlanta to visit the locations that have been made famous in the blockbuster American TV show, Stranger Things. Among the places that you will visit are the neighbourhoods where you will see the homes of the Wheelers, Sinclairs and Hendersons. Another is the public pool, which you will recognize from some of the most memorable episodes of the show. You will also get to see the middle school and the high school where the characters attended school and hung out. Then, you will head to Brimborn Steelworks, which was used as the nesting place of the Mind Flayer. Finally, you will check out Screen Gems and get a glimpse of the studios where Stranger Things was filmed.","['Visit to the places where the characters lived, studied and hung out', 'Chance to relieve key scenes at the public pool and the steel mill', 'An exploration of the locations in the footsteps of the characters']",['Guide services'],['Tips (optional)'],[],['A minimum of two participants is required to book the tour. \rPlease note that discounted or reduced-price tickets are not available for this tour. Participants of all age groups should purchase the available ticket.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book.Operated by DTours'],"Pick-up pointAtlanta, GAPickup is available from any locations within the city limits of Atlanta. Otherwise, please meet at the Martin Luther King historic site parking lot. 

Please contact the tour provider to arrange your pickup or meeting point after booking."
Atlanta Sightseeing Tour by Bus,"On this five-hour bus tour in Atlanta, you'll get to see some of the highlights of the city. You'll make several stops along the way to explore the neighbourhoods, including at the scenic Atlanta Beltline and the Martin Luther King Memorial Site.  During the tour, you'll also get a guided tour of the wealthy Buckhead area and of the markets at Krog Street and Ponce City, where you'll have time to get something to eat if you wish.",[],"['Driver-guide', 'Transportation in an air-conditioned vehicle']",['Lunch'],['Requires a moderate level of physical fitness'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointPeachtree St NE 231, Peachtree Center, Atlanta, GA, 30308The tour departs from the North Food Court inside the Peachtree Center Mall in front of the Chick-Fil-A restaurant. Your guide will be wearing a yellow T-shirt."
North Georgia Wine Country Tour from Atlanta,"Full-day trip from Downtown Atlanta to the North Georgia Wine Country. Admire the rolling hills and vineyards that make up Georgia’s premier wine region.  Visit three celebrated wineries for approximately 13 wine tastings. After the wine tastings we will visit Helen, GA for lunch, a re-creation of a Bavarian Alpine village, complete with cobblestone streets. Helen has more than 200 specialty and import shops offering everything from candle making and glass blowing to cuckoo clocks and quilts. A taste of Germany in North Georgia.",[],"['Wine tasting', 'Alcoholic Beverages']",['Lunch'],[],"['What guests loved mostSee all reviewsCCarlos_PPerfect day to be outdoors. Pam our driver was awesome. Trip is long but enjoyable. Did not feel rushed. \xa0Posted 25 March 2024 on ViatorSSandra_KPam was an amazing driver/tour guide. We really enjoyed the wineries and Helen! A great way to spend a rainy day in North Georgia. \xa0Posted 28 January 2024 on ViatorSScott_DPamela our driver was awesome and the wines were outstanding! Plus the shops in Helena were great Thank you!\xa0Posted 07 January 2024 on Viator66qjxff9twrGreat experience！We tasted 28 different wines. The pork shank in helen is good. The guide is very friendly.\xa0Posted 31 December 2023 on ViatorAAna_AGreat trip!  Pam, our driver was fantastic!  Wine was ok, views were amazing.  Nice day trip - we enjoyed it very much.\xa0Posted 10 November 2023 on Viator', 'What guests loved mostSee all reviews', 'CCarlos_PPerfect day to be outdoors. Pam our driver was awesome. Trip is long but enjoyable. Did not feel rushed. \xa0Posted 25 March 2024 on ViatorSSandra_KPam was an amazing driver/tour guide. We really enjoyed the wineries and Helen! A great way to spend a rainy day in North Georgia. \xa0Posted 28 January 2024 on ViatorSScott_DPamela our driver was awesome and the wines were outstanding! Plus the shops in Helena were great Thank you!\xa0Posted 07 January 2024 on Viator66qjxff9twrGreat experience！We tasted 28 different wines. The pork shank in helen is good. The guide is very friendly.\xa0Posted 31 December 2023 on ViatorAAna_AGreat trip!  Pam, our driver was fantastic!  Wine was ok, views were amazing.  Nice day trip - we enjoyed it very much.\xa0Posted 10 November 2023 on Viator', 'CCarlos_PPerfect day to be outdoors. Pam our driver was awesome. Trip is long but enjoyable. Did not feel rushed. \xa0Posted 25 March 2024 on Viator', 'CCarlos_PPerfect day to be outdoors. Pam our driver was awesome. Trip is long but enjoyable. Did not feel rushed. \xa0Posted 25 March 2024 on Viator', 'C', 'C', 'C', 'Carlos_P', 'Carlos_P', 'Posted 25 March 2024 on Viator', 'SSandra_KPam was an amazing driver/tour guide. We really enjoyed the wineries and Helen! A great way to spend a rainy day in North Georgia. \xa0Posted 28 January 2024 on Viator', 'SSandra_KPam was an amazing driver/tour guide. We really enjoyed the wineries and Helen! A great way to spend a rainy day in North Georgia. \xa0Posted 28 January 2024 on Viator', 'S', 'S', 'S', 'Sandra_K', 'Sandra_K', 'Posted 28 January 2024 on Viator', 'SScott_DPamela our driver was awesome and the wines were outstanding! Plus the shops in Helena were great Thank you!\xa0Posted 07 January 2024 on Viator', 'SScott_DPamela our driver was awesome and the wines were outstanding! Plus the shops in Helena were great Thank you!\xa0Posted 07 January 2024 on Viator', 'S', 'S', 'S', 'Scott_D', 'Scott_D', 'Posted 07 January 2024 on Viator', '66qjxff9twrGreat experience！We tasted 28 different wines. The pork shank in helen is good. The guide is very friendly.\xa0Posted 31 December 2023 on Viator', '66qjxff9twrGreat experience！We tasted 28 different wines. The pork shank in helen is good. The guide is very friendly.\xa0Posted 31 December 2023 on Viator', '6', '6', '6', '6qjxff9twr', '6qjxff9twr', 'Posted 31 December 2023 on Viator', 'AAna_AGreat trip!  Pam, our driver was fantastic!  Wine was ok, views were amazing.  Nice day trip - we enjoyed it very much.\xa0Posted 10 November 2023 on Viator', 'AAna_AGreat trip!  Pam, our driver was fantastic!  Wine was ok, views were amazing.  Nice day trip - we enjoyed it very much.\xa0Posted 10 November 2023 on Viator', 'A', 'A', 'A', 'Ana_A', 'Ana_A', 'Posted 10 November 2023 on Viator', '']","Departure pointTrader Vic's, Courtland St NE 255, Peachtree Center, Atlanta, 30303Meet in front of Trader's Vic's on the OUTSIDE of the Hilton Atlanta Hotel in Downtown Atlanta. Trader Vic's is on John Portman Blvd between Courtland St and Piedmont Ave."
Atlanta Self-guided Audio Tour,"On this tour, you'll use a specially designed mobile app to explore the sights of Atlanta at your own pace. The app functions as a guide, an audio tour and a map all in one, so you'll have everything you need to easily navigate your way around the city and learn about its history.  Highlights include a chance to visit the birthplace of Dr Martin Luther King Jr, the World of Coca-Cola attraction and the Georgia Aquarium. You'll also get to learn about the Great Atlanta Fire of 1917 and find out what famous Hollywood films were filmed in Atlanta.","['Chance to see the birthplace of Martin Luther King Jr', 'Visit to the World of Coca-Cola interactive museum', 'Visit to the world-famous Georgia Aquarium', ""Opportunity to hear about events in the city's history""]","['Mobile app', 'Live GPS Map', 'Audios, images, and text', 'Email, chat and call support']","['Entrance tickets', 'Vehicle rental', 'Food and drinks', 'Parking']",[],[],"Departure pointCentennial Olympic Park, Park Avenue West Northwest, Atlanta, GAThe tour begins at the Atlanta Visitor Information Center in Centennial Olympic Park."
Atlanta Nightlife Tour in a Luxury Car,"On this tour, you will be able to explore Atlanta’s nightlife on a drive in a luxury car. You'll visit a selection of clubs and bars popular among the city's local residents. During the tour, you will have the chance to see SkyView Atlanta, Underground Atlanta, Sweet Auburn District, Inman Park, Little Five Points, Ponce City Market and Krog Street Tunnel.",[],"['Hotel pickup and drop-off', 'Bottled water', 'Private transport in a luxury car']",,"['Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (US)', 'English (US)', 'English (US)']","Departure point135 Auburn Ave NE, Hotel District, Atlanta, GA, 30303Please enter your pickup details at checkout. Please note that pickups will commence 30 minutes before the scheduled start time."
Midtown Atlanta Segway Tour,"This guided Segway tour will give you the chance to explore and learn about Midtown Atlanta. As you follow your guide around the city, you'll get to see the Midtown Business District and Atlanta Federal Reserve Bank, Ansley Park and Margaret Mitchell House and Museum.  During the tour, you'll also explore Piedmont Park and the Historic Ansley Park, ride past the Fox Theater and more. Stops at the Centennial Olympic Park, Midtown Restaurant District and Georgia Institute of Technology are also included in the itinerary.","['Chance to explore an area spread across 12 km', ""Different way to see Midtown Atlanta's top sights"", 'Insights into the neighbourhood from your guide']",['Guide services'],['Tips (optional)'],"['This activity is not suitable for pregnant people.', 'Children under 18 years old must be accompanied by an adult.']","['English (US)', 'English (US)', 'English (US)']","Meeting point160 Ted Turner Dr NW, Suite D, Atlanta, GA, 30303The tour starts at the listed address."
Escape Room Experience,"With this ticket, you’ll have the chance to search for clues and solve puzzles in an escape game.  After making your way to the game venue, you’ll enter a game room and begin your 60-minute experience. You’ll be able to choose from a variety of games, with themes including prison breaks, art heists, special ops and playgrounds.  After beginning your game, you’ll need to find hidden clues and solve various puzzles to complete your mission and escape the room.",[],['Admission for one game'],['Hotel pickup and drop-off'],['Suitable for all fitness levels'],"['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointThe Escape Game Atlanta, #1020, Battery Ave SE 900, Cumberland, Atlanta, GA, 30339Make your way to the listed address."
Self-guided Civil Rights Movement Audio Tour,"This self-guided tour focuses on the Civil Rights movement in Atlanta, centring around the Sweet Auburn neighbourhood. The GPS-enabled mobile app includes a continuous commentary that not only leads you to each location, but gives you a number of facts and anecdotes about each one.  The itinerary offers a chance to see where Martin Luther King is buried, various churches linked to the Civil Rights Movement and views over the Atlanta skyline. You'll also get to visit the trendy neighbourhood of Edgewood and the Jackson Street Bridge.",[],"['VoiceMap App for Android and iOS', 'Lifetime access to the tour in English', 'Offline access to audio, maps, and geodata']","['Food and drink', 'Smartphone and headphones', 'Tickets or entrance fees to attractions en route', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointABC Chicken and Waffles-Nitro Coffee Counter, Auburn Ave NE 340, Atlanta, GA, 30312Please ensure you have downloaded the app and used the activation code before starting your tour."
Old West Escape Room Experience,"With admission to the Time to Escape: Escape Room Experience, you'll go back in time to visit the wild west of the last century in America through an interactive game.",[],['Escape Room Entrance'],,['Suitable for all fitness levels'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointTime to Escape: the Escape Room Experience (Downtown Atlanta), b19, Peachtree St NE 231, Peachtree Center, Atlanta, GA, 30303"
Food and History Tour of Ponce City Market,"On this guided tour, you'll get to try some of Atlanta's best food and drinks in the Ponce City Market area. You'll have the chance to taste an award-winning cheeseburger and a delicious Cuban sandwich, as well as some drinks, as you wander through the food hall and learn a little about its history as a shopping centre.  Outside the food hall, you'll get to wander along the Atlanta BeltLine Eastside Trail with your guide, who will show you some of the street art in this vibrant neighbourhood.","['Chance to try award-winning food in Ponce City Market', 'Insights into the history of the area from your local guide', 'Guided walk to see the street art of the Eastside Trail']","['Five food tastings', 'Guide services', 'One beer tasting']",['Tips'],"['Transport is wheelchair accessible', 'Wheelchair accessible', 'Surfaces are wheelchair accessible\t', 'Accessible to pushchairs/prams', 'Service animals welcome']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure pointPonce City Market North Northeast 675, Old Fourth Ward, Atlanta, GA, 30308Meet your guide in the main food hall between El Superpan and Hops Chicken."
The Grand Zeppelin Escape Room,"This experience takes you on a team quest like no other, with a unique setting aboard the Grand Zeppelin – a steam-powered airship dating back to 1914. You'll work with a co-pilot played by an in-room actor to discover who is attempting to sabotage the voyage.  Each member of your team will take on a unique ability and work on their own side quest that will affect the overall outcome of the game. The experience is able to accommodate up to 15 participants at a time, making it the largest escape room in Atlanta.",[],['Escape room experience'],,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point231 Peachtree St NE, Peachtree Center, Atlanta, GA, 30308"
"Atlanta BeltLine Food, Street Art and History Tour","On this 3.5-hour tour, you’ll get the chance to walk around Atlanta’s historic and cultural attractions and taste regional specialities. You’ll first stroll through Inman Park and gain insights into the history of the city’s first residential suburb. You’ll be able to discover well-preserved Victorian homes and visit the Krog Street Market, where you’ll get to taste typical snacks, meals and drinks. You’ll have the opportunity to walk along the Eastside Trail of the Atlanta BeltLine and learn about the origins of the railway corridors that were transformed into green public spaces.",[],"['Five tasting spots', 'Guide services', 'One cocktail tasting']",['Alcoholic drinks (available for purchase)'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointKrog Street Market, Krog St NE 99, Inman Park, Atlanta, GA, 30307Meet your guide outside the Krog Street Market in the outdoor dining area near the surface parking lot. Your guide will be holding a brown messenger bag with the tour provider's logo on it.

Parking in the Krog Street Market surface parking lot is not recommended. It is recommended to park your vehicle in the adjoining paid lot."
Private Vacation Photo Shoot in Atlanta,"On this one-hour, private photo shoot you'll explore some of Atlanta's most historic and photogenic spots with a professional photographer.",[],['45 professional fully edited photographs'],,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointMonroe Dr NE 1320, Midtown, Atlanta, GA, 30306The tour operator will meet you at the arranged meeting spot with their camera. The meeting point is flexible and you can adjust it as per your convenience."
Alcatraz Escape Room,"During this escape room experience, you’ll be transported back to 1962, where you’ll need to solve the mystery of a prisoner named Frank Morris who managed to break out of Alcatraz.  You’ll have just 60 minutes to crack the case, and you’ll work in a team to decipher the clues left behind by Frank, putting your problem-solving skills to the test.",[],['Escape room experience'],,['Suitable for all fitness levels'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointTime to Escape: The Escape Room Experience (Brookhaven), #230, Dresden Dr 1441, Brookhaven Village, Atlanta, GA, 30319"
Al Capone's Speakeasy Escape Room,"This escape room game will task you with taking down the notorious gangster Al Capone. You and your team will take on roles as undercover agents attempting to infiltrate a speakeasy owned by Capone. Choose from a variety of roles including The Singer, The Police Chief, The Rookie, and more, as you try to convince a bartender played by an in-room actor to help you convict Capone. You'll have one hour to put your quick thinking and problem-solving skills to the test in a group of between 2 and 14 players.",[],['Escape room game'],,['Suitable for all fitness levels'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointTime to Escape: The Escape Room Experience (Brookhaven), #230, Dresden Dr 1441, Brookhaven Village, Atlanta, GA, 30319"
The Launch Escape Room,"During this escape room experience, you'll work as a team, racing against the clock to solve a crisis. You'll immerse yourself in the world of space exploration as you follow an extra-terrestrial narrative. You'll be playing as a space crew on a Mars base in the year 2039, trying to return to earth during a brief launch window while a sandstorm threatens to disrupt your plans and leave you stranded on the red planet.",[],['Escape room experience'],,['Suitable for all fitness levels'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointTime to Escape: the Escape Room Experience, b19, Peachtree St NE 231, Peachtree Center, Atlanta, GA, 30303"
Piedmont Park Scavenger Hunt Experience,"On this self-guided scavenger hunt experience, you will have the opportunity to explore Midtown Atlanta and Piedmont Park. As you wander the city in your teams, you'll be asked to complete quests and challenges to reveal new areas of the city and discover famous landmarks. During the tour, you'll be able to gain a deeper insight into the history of the areas you visit and register high scores against previous participants.",[],['Digital copies of your photographs'],"['Food and drinks', 'Transportation']",['Requires a moderate level of physical fitness'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointPiedmont Ave NE 1181, Midtown, Atlanta, GA, 30309Please note that this is a self-guided experience and is app-led. No reservations are required."
Strike Hard - Cobra Kai Film Locations Half Day,"Experience for yourself the film locations used in the streaming sensation Cobra Kai! Atlanta is one of the biggest filming cities and you do not want to miss the locations right here in this great city. You will see locations such as the Cobra Kai Dojo, Daytona International, Miyagi's Gravesite, and Tomi Village Green, just to name a few. Grab your camera and see them all.",[],"['Private transportation', 'Bottled water']",['Gratuities'],[],[],"Departure point423 John Wesley Dobbs Ave NE, John Wesley Dobbs Ave NE 423, Sweet Auburn, Atlanta, 30312The National Park Service parking lot is located next to the library - FREE Parking"
Atlanta Night Tour,"This two-hour tour will give you the chance to explore some of Atlanta’s major attractions at night with a local guide.  You’ll begin in Underground Atlanta and head to the illuminated Georgia State Capitol, where you’ll also be able to see other governmental buildings and gain insights into the city’s origins. You’ll then discover historic buildings along the Midtown Mile and explore popular food venues, like The Varsity. You’ll have the opportunity to pass through the vibrant Ponce de Leon Avenue lit at night and stop at Jackson Street Bridge for photos against the background of Atlanta’s skyline. You’ll continue to the King Center in the Old Fourth Ward and learn about Martin Luther King Jr.’s life and achievements. During the tour, you’ll also get the chance to experience nightlife in Centennial Olympic Park and Little Five Points.",[],"['Photo opportunities (2–3)', 'Bottled water', 'Driver-guide', 'Transportation in an air-conditioned vehicle']","['Lunch', 'Tips (suggested)', 'Parking charges', 'Car seat (for children)']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointAtlanta Marriott Marquis, Peachtree Center Ave NE 265, Peachtree Center, Atlanta, GA, 30303Please meet your guide at the street curbside of Marriott Marquis Atlanta, located directly across the street from the Hyatt Regency. You'll see a big grey sign on the hotel entrance.

Please note that parking garages and lots are located approximately one block from the hotel and are available for an additional charge of USD 10–30."
Private Transfer from Atlanta (ATL) Airport to Atlanta City,"Take the worry out of your arrival to Atlanta (ATL) Airport and pre-book a private transfer to suit your group size (up to 5 people). Avoid the long lines for taxis on arrival, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointHartsfield-Jackson Atlanta International Airport, Suite 4000, N Terminal Pkwy 6000, Atlanta, 30320The driver will be waiting in the arrivals hall, holding a nameboard"
Private Transfer from Atlanta City to Atlanta (ATL) Airport,"Take the worry out of your departure to Atlanta Airport and pre-book a private transfer to suit your group size (up to 5 people). Avoid the long lines for taxis at the hotel, and travel in the comfort of a Premium car or minivan.",[],"['All taxes and VAT', 'Meet and greet service', 'Any parking and/or airport tolls', 'Private one way transfer', 'Tips and gratuities']","['Excess luggage charges: Only 1 standard suitcase allowed per passenger, size 46x69x29cms (18x27x11in); an additional fee will be applied in case of oversized and extra luggage.']",[],[],"Departure pointAtlanta, AtlantaThe driver will meet Guests at the hotel reception or in front of the private address provided."
Three-hour Private Walking Tour,"On this private walking tour, you'll discover some of the highlights of Atlanta with an experienced guide. Over the course of three hours, you'll get an insight into the history of the city as you visit the Martin Luther King, Jr. National Historical Park, where you can see the famous activist's childhood home and the church where he was baptised. You'll also visit the traditionally African-American Sweet Auburn district to learn about the achievements of its residents, see the Statue of Gandhi and have scenic views of the city's skyline from Jackson Street Bridge.",[],"['Hotel meetup', 'Guide services']","['Admission to attractions', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointKnowles Conference Center, Park Pl NE 85, Hotel District, Atlanta, GA, 30303Please note that meetup is available from central hotels in downtown Atlanta. Please enter your hotel details at checkout. Hotel meetups start ten minutes prior to the tour time.

If you aren't using the hotel meetup service, please make your way to the meeting point at the Knowles Conference Center."
