city,name,description,duration,rating,reviews,price,link,image_url
Cozumel,Half Day Tour to Tulum with Snorkel and Cenote from Riviera Maya,"Are you looking for the most complete experience to discover the Riviera Maya? If so, then, this ...",,,,CAD 123.56,/attractions/mx/prulottzw9rq-half-day-tour-to-tulum-with-snorkel-and-cenote-from-riviera-maya.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/210516703.jpg?k=4287c8153a7a00423e1ba9fc1dcd6864ccc11824414b37be6478abfdfaf63a5f&o=
Cozumel,Isla Mujeres Party Boat and Private Resort Tour,A tour with snorkelling off the boat and a buffet lunch and open bar,,4.2,4.2,CAD 124.91,/attractions/mx/prd5hrik3xlr-isla-mujeres-party-boat-and-private-resort-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/141357882.jpg?k=2414509da54d93b777b84e5049beb1fdb4da93123e44194fce897b2aa1ef1082&o=
Cozumel,Invisible-boat Snorkelling Tour,"An original snorkelling experience in warm Caribbean waters from a unique, entirely transparent boat",,4.5,4.5,CAD 74.68,/attractions/mx/prghzu1ajlvm-invisible-boat-snorkelling-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134363990.jpg?k=d56dc64d5f1ca22b2f5432627361f10e2b43eebf0c7097d68711b528f7f115ce&o=
Cozumel,Casa Tortuga Cenotes Tour,"Admission to the breathtaking natural park with four cenotes, ancient caves and Mayan jungle",,3.7,3.7,CAD 90.97,/attractions/mx/prppixi78glp-casa-tortuga-cenotes-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/157740742.jpg?k=555db03ff6105803f49c27807139708fee09d513dff253a424159074048e8159&o=
Cozumel,Chichen Itzá Tour,Guided tour to visit one of the wonders of the world in Mexico,,2,2,CAD 81.45,/attractions/mx/prux6mycttmg-chichen-itza-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115853084.jpg?k=19cfee6217871fdc574eb81f3504c89d3daf9835a36c2729139e8dfe1ce10411&o=
Cozumel,Private Dune Buggy Tour,A chance to explore Cozumel at your own pace with a flexible itinerary,,3.7,3.7,CAD 116.75,/attractions/mx/prsy93ik8rfm-private-dune-buggy-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115970368.jpg?k=f4722a7116d7a39d228a7e6bda8f74c321b1fd4b264967b08310e37c3ec77e45&o=
Cozumel,"Chichen Itza, Ik Kil Cenote and Coba Tour",A visit to two Mayan archaeological sites with a stop at a cenote,,4.7,4.7,CAD 202.30,/attractions/mx/prgjhihvkf2c-chichen-itza-ik-kil-cenote-and-coba-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115865684.jpg?k=426ffb0992ea88cb2e9eafc8715bb6e1c6f3c85a05a6ab4288e947f9303c9830&o=
Cozumel,Cozumel: Private Tour by Van or Jeep,We offer a unique and customizable experience tailored to your individual needs and preferences. ...,,4.9,4.9,CAD 257.97,/attractions/mx/pr0mqthr1net-cozumel-private-tour-by-van-or-jeep.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/252575456.jpg?k=e8a07edf6bc8735087a0f663e1861af63843c4ce18ea8f1927aff07308e2c0ac&o=
Cozumel,Tulum Ruins Private Tour,A tour exploring Mayan ruins and pre-Hispanic history in the ancient walled city,,,,CAD 80.11,/attractions/mx/prguxp4ncev7-tulum-ruins-private-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134427134.jpg?k=c9f49b43d1a52addf4921fa7a625e97e5944de77686c757e7c1be7325c17b031&o=
Cozumel,Las Coloradas,"Las Coloradas is a unique place in the southeast of Mexico, our tour begins at the doors of your ...",,,,CAD 173.79,/attractions/mx/pr8gz5elp510-las-coloradas.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134393417.jpg?k=fb150b9ac3070044fccaa4ce58a3d443b63a977ba8fc6fbb4ec1f856a73fc69e&o=
Cozumel,"Chichén Itzá, Valladolid and Mayan Cenote Tour","A guided tour to see an archaeological site, a Mexican city and a sacred cenote",,2.7,2.7,CAD 81.46,/attractions/mx/przxzfvszefg-chichen-itza-valladolid-and-mayan-cenote-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115852971.jpg?k=9e2b8b0c23e7b18c8af38c9a154a07e2970bf3d50c810249380ea5f62b670e6a&o=
Cozumel,"Cenote, Zipline & ATV Shared Combo 3x1 from Playa del Carmen & Cancun","Travel deep into the Mayan jungle for this adventure: Zipline, an ATV experience and a Cenote. Ru...",,,,CAD 89.61,/attractions/mx/prsnmmayyn4i-cenote-zipline-atv-shared-combo-3x1-from-playa-del-carmen-cancun.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/162607695.jpg?k=0a7ae1d34a9a9bf7d461d927ac03429954b7ff6da8b68a2f97be70325f8a6660&o=
Cozumel,Full Day Tour to Tulum and Akumal with Swim with Turtles,Discover the ancient magic of Tulum and immerse yourself in a world of aquatic wonders in Akumal!...,,,,CAD 107.26,/attractions/mx/prot9rlx9wgo-full-day-tour-to-tulum-and-akumal-with-swim-with-turtles.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/255595923.jpg?k=d93c7276be0af248cf416f5695763bb1f53c259ef82b85e40cf7710cd63bbc62&o=
Cozumel,Tour Holbox Plus from Riviera Maya,"Holbox is a beautiful island located on the north of the Peninsula of Yucatan.
It is located insi...",,,,CAD 187.37,/attractions/mx/praft7p5sbk8-tour-holbox-plus-from-riviera-maya.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134456003.jpg?k=ba1c33cdca1ac5d267f8cecb5bc779708dff26499a1d04c50b9811fced9a9eea&o=
Cozumel,Mini-SUB Dive Tour from Cozumel,Discover the vibrant marine life of Cozumel from a unique viewpoint during this Mini-Sub Diving e...,,4.5,4.5,CAD 122.18,/attractions/mx/prlmn8n4j3ls-mini-sub-dive-tour-from-cozumel.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134463365.jpg?k=8b5e5811505bb422b7da6836bda9910d27aa7bdf0b1459fb313252593012d632&o=
Cozumel,Paddleboarding on the Caribbean Sea at Sunset,A fun water sport with views of the sun setting over Playa del Carmen,,4.9,4.9,CAD 54.31,/attractions/mx/prm1mle7jwdh-paddleboarding-on-the-caribbean-sea-at-sunset.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115749330.jpg?k=fc48c289272a572f94e8b8d93d84573ffec2e4f5c7d324d3e4125153b0f46efa&o=
Cozumel,"In Contact with Nature, Sian Ka'an Biosphere","You cannot miss this tour in which you will visit the Sian Ka'an Biosphere Reserve, the largest p...",,,,CAD 256.61,/attractions/mx/pr2qyjl3x71j-in-contact-with-nature-sian-kaan-biosphere.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134399696.jpg?k=0ac52ffba4adb32ad4f6648980ca4945efcba1d123df41b2118a0f26cea6b443&o=
Cozumel,A Trip to Three Cenotes and a Lagoon,Snorkelling in natural pools and underwater caverns in the Riviera Maya jungle,,,,CAD 164.29,/attractions/mx/prld88iicsbo-a-trip-to-three-cenotes-and-a-lagoon.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/272850981.jpg?k=450afe7d3cc9eece5ec5403b5f106df85dbebc81e03c9ae2f134f96fd25041ff&o=
Cozumel,"Guided ATV, Ziplining and Cenote Tour",Highlights of the region on a shared visit from Playa del Carmen,,4.1,4.1,CAD 93.68,/attractions/mx/pr6q0egglsni-guided-atv-ziplining-and-cenote-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134312033.jpg?k=0515b025c6066d8c3619fb1ffd6805f62e3a5bc088818f61fc172889d6ab3c85&o=
Cozumel,Chichen Itza Tour with Cenote Swim,A full-day excursion to the Yucatan Peninsula,,3.1,3.1,CAD 80.11,/attractions/mx/pryraftsrx0n-chichen-itza-tour-with-cenote-swim.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/131753997.jpg?k=d06a20ea751a3b846f87f6f62fbcce5f5040cdde731d6267ea7e28300c5ced20&o=
Cozumel,Skyreef Beach Club Cozumel Snorkelling Tour,Highlights of Cozumel Island with a tequila tasting,,4.1,4.1,CAD 33.94,/attractions/mx/prcutl2aw56j-skyreef-beach-club-cozumel-snorkelling-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115846315.jpg?k=3cc3e01d1ce29fb6cb25b5f362244b428ec2740643148a75122a922a9b0dc229&o=
Cozumel,Coco Bongo Regular Ticket,A glamorous nightclub with an amazing atmosphere and a host of live acts,,3.1,3.1,CAD 116.77,/attractions/mx/prrjx3hjheq6-coco-bongo-regular-ticket.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/150527395.jpg?k=f1ac892c199274f1a82236e451981545f647cd43e9409aa2bb5c7f42474add73&o=
Cozumel,"Tulum, Coba, Cenote and Playa del Carmen Full-day Tour",A guided tour of two famous Maya ruins on the Yucatan Peninsula – Coba and Tulum,,,,CAD 73.32,/attractions/mx/pr8vrel1g0av-tulum-coba-cenote-and-playa-del-carmen-full-day-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115852850.jpg?k=533e42039ca2fd42553fe187091c7c76cc9bcd2a60973fb35cfd228fa75aebf8&o=
Cozumel,Playa del Carmen Shopping Tour & Tequila Tasting,A tour to explore and shop at Fifth Avenue and access Mamita's Beach Club,,3.7,3.7,CAD 80.11,/attractions/mx/prdzwmq5dciu-playa-del-carmen-shopping-tour-tequila-tasting.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/150532066.jpg?k=a77d720b01352f8a26ccc367d7482b95ded2459a22c169c556ed3d90440c4c71&o=
Cozumel,Isla Contoy Excursion with Food and Drinks,Day-trip to an island national park in the Caribbean Sea with snorkeling,,,,CAD 206.38,/attractions/mx/prfalcgt3nbc-isla-contoy-excursion-with-food-and-drinks.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/130060805.jpg?k=91d0d9f5d45b8fdb8146dd30444e1cab02f8948353f7a2fa692f94ff64c68629&o=
Cozumel,Tulum and 2 Cenotes Half Day Tour from Riviera,"Tour Tulum with an expert guide who will teach you all about the Mayan culture, at the end use fr...",,,,CAD 61.10,/attractions/mx/prbqju9hj53r-tulum-and-2-cenotes-half-day-tour-from-riviera.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/171332180.jpg?k=592f98eeee437dbb653d1034a464382b4e0f2ec5da91cc89a58197503ec253ba&o=
Cozumel,Bacalar Tour from Playa del Carmen,A guided tour of the Mexican city with a boat ride Lake Bacalar,,,,CAD 199.59,/attractions/mx/prym2vvxngzj-bacalar-tour-from-playa-del-carmen.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/276994283.jpg?k=6a037a76384dc903929cd1607e191c62ab7c6d3a57dc65731c094a9ae029d2c8&o=
Cozumel,Whale Shark Watching and Snorkelling Experience,A guided snorkelling tour to see the world's biggest fish off Isla Contoy,,,,CAD 305.49,/attractions/mx/prsdnqalysox-whale-shark-watching-and-snorkelling-experience.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/130082388.jpg?k=36687981ba548c072a6df84ee89ba5f499b37615a7aa9c556250ad10ad507ff8&o=
Cozumel,Jungle Adventure Experience from Playa del Carmen,"A half-day trip including horseback riding, ziplining, cenote swimming and more",,,,CAD 137.13,/attractions/mx/pr4txdiachn8-guided-tour-to-chichen-itza-valladolid-and-cenote.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/180602652.jpg?k=0fb5268b6ac5d37cdacaa68b12081bc4904612f6913bcd0950ef0e2be5d60cea&o=
Cozumel,Isla Mujeres Sailing Tour from Riviera Maya,"Catamaran cruise to the island with leisure activities, a buffet meal and free time",,3.2,3.2,CAD 115.27,/attractions/mx/prtliz34sboe-isla-mujeres-sailing-tour-from-riviera-maya.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134442054.jpg?k=e93a277d187a73c5a569b126d5994a76fe5a33198540da048d4ded752ce97716&o=
Cozumel,YAL-KÚ Park in Riviera Maya Admission Ticket,"Yal-Kú, an ideal space to get in touch with nature and get relax with the ocean breeze. You can r...",,,,CAD 30.63,/attractions/mx/pr7pohptlpfr-yal-ku-park-in-riviera-maya-admission-ticket.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134465986.jpg?k=3c57508690c87af6494f5690313f8ca5bddb6ee5d0fffc8b8a6a49a0b56775a9&o=
Cozumel,"Tulum Extreme Tour! Mayan Ruins, ATV and Cenote from Tulum",Embark on an enchanting Cultural Tour at the magnificent Tulum Ruins! Immerse yourself in the cap...,,,,CAD 214.52,/attractions/mx/pr00exmeizvo-tulum-extreme-tour-mayan-ruins-atv-and-cenote-from-tulum.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/189072905.jpg?k=68c0cb583e345533842b715d7cc30c3159999fc707f782bb933886a9137e53cb&o=
Cozumel,"Tour of Maya Ruins, Cenote and Playa del Carmen","A guided tour of Tulum, Cobá, Cenote and Playa del Carmen",,,,CAD 67.89,/attractions/mx/prwqa2olhw4k-tour-of-maya-ruins-cenote-and-playa-del-carmen.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115855278.jpg?k=c5c27acd60fa5534255bc263f9363b99891fd0dabf1d8ac10fc398c267a36d88&o=
Cozumel,Three-Hour Street Food Crawl,"Savour local delicacies, tamales and tequila with stops at five establishments",,5,5,CAD 81.45,/attractions/mx/pr79c6j94zwn-three-hour-street-food-crawl.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115894796.jpg?k=d0941501a482ba48d94be2987d3c737db46091955d9f4ab0d6294e61237c45c0&o=
Cozumel,Isla Mujeres Catamaran Party Cruise,"A catamaran cruise to Isla Mujeres with snorkelling, lunch and an open bar",,3.8,3.8,CAD 133.06,/attractions/mx/prwzdqrntebf-isla-mujeres-catamaran-party-cruise.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130101935.jpg?k=e5548262163c41cb353f7ce615d3df2f609a10decaa227b020d4d5d8226e970a&o=
Cozumel,Full-Day Snorkel Extreme Adventure Tour from Riviera Maya,"Snorkeling, zip-lining, rappelling, and underground river exploration are all included in this ad...",,,,CAD 175.15,/attractions/mx/pro6n6z4xi1t-full-day-snorkelling-and-ziplining-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115940164.jpg?k=a3e25b58c9b311fba80de6187067d0f01bc6b434b8eb27fe6393df61459fe663&o=
Cozumel,Enjoy a wonderful full day at the best Beach Club of the Riviera Maya,"You are in the paradisiacal Caribbean Sea of the Riviera Maya, and you would like to get away fro...",,,,CAD 80.11,/attractions/mx/przyj1s1mbti-enjoy-a-wonderful-full-day-at-the-best-beach-club-of-the-riviera-ma.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/144509116.jpg?k=2fa0799a329c0e1f8f076bae914f88ba31e50bfe423f54a0c7b53e2c1aa50434&o=
Cozumel,Snorkeling Experience with Turtles in Cenote in Riviera Maya,Small groups of 20 people during snorkeling allow the guests a more intimate experience with the ...,,,,CAD 158.04,/attractions/mx/przd8kkvb7nr-snorkeling-experience-with-turtles-in-cenote-in-riviera-maya.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/147696705.jpg?k=0263f52a2b7f30c09c019c447c275ebb24d52355dfa87820d1f913d0c1b98653&o=
Cozumel,Party Catamaran to Isla Mujeres with Snorkelling,Catamaran tour to a beautiful Mexican island and a deep-sea adventure,,,,CAD 119.48,/attractions/mx/przwwrgkexol-party-catamaran-to-isla-mujeres-with-snorkelling.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/144996587.jpg?k=cc300c03b8ee2df1e0b2c932bca49255e299a79b2c0571fe5a5003e82963b195&o=
Cozumel,"Tour of Maya Ruins, Cenote and Playa del Carmen","A guided tour of Tulum, Cobá, Cenote and Playa del Carmen",,2.2,2.2,CAD 67.89,/attractions/mx/przgzvmgufeq-tour-of-maya-ruins-cenote-and-playa-del-carmen.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115855274.jpg?k=2ac893f34bc0b48fdc63770e15ba0615e493e5109b216ee49929a3226495d45f&o=
Cozumel,Tulum Ruins Self-Guided Audio Tour,A chance to discover the ancient Mayan city and its legends,,,,CAD 9.49,/attractions/mx/pres39bd6vlj-tulum-ruins-self-guided-audio-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130115794.jpg?k=12372f70eb48079a5545b55dee691c6780bc3bf72b42b0ed878b0d948a6ee29b&o=
Cozumel,"Tulum, Coba and Playa del Carmen Tour with Cenote Swim",A tour of Maya archaeological sites plus a one-hour city tour,,,,CAD 67.89,/attractions/mx/prrsc4zs89jp-tulum-coba-and-playa-del-carmen-tour-with-cenote-swim.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115853085.jpg?k=b577f3f2ef3ca3ce850679efed176983f04da28f451ce9fb327cdbdf4bfdab9b&o=
Cozumel,Chichen Itza & Coba Ruins with Cenote Swim from Playa del Carmen,Take a break from Cancun's beaches for the day and immerse yourself in local culture and discover...,,,,CAD 99.12,/attractions/mx/prrgvkfexpeq-chichen-itza-coba-ruins-with-cenote-swim-from-playa-del-carmen.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/239552606.jpg?k=3a3638c7d9c3d1572fa7a67a5ae60d95bef08df2fc872f2844a07b326caca0e1&o=
Cozumel,Rio Secreto Underground River Tour with Hotel Pick Up,"Discover Río Secreto, a mysterious and enigmatic place with an incredible geological spectacle cr...",,,,CAD 175.15,/attractions/mx/prau8npx5oy5-rio-secreto-underground-river-tour-with-hotel-pick-up.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134430841.jpg?k=6545fc76abb23e539267e69d7a72fe992dc44bf4358ff0b6f137a07caaae4b9f&o=
Cozumel,Rio Lagartos and Pink Lagoon from Playa del Carmen and Cancún,This Rio Lagartos and Las Coloradas tour invites you to discover the Yucatán Peninsula's natural ...,,,,CAD 190.08,/attractions/mx/pradp7rnm1u2-rio-lagartos-and-pink-lagoon-from-playa-del-carmen-and-cancun.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130097129.jpg?k=c32e9534a3cef7a3637eafc7805f0ca8f78d227eecdcac282b06bab0b1b60a27&o=
Cozumel,Snorkelling Boat Tour with Drinks,"A boat tour with stops at Palancar, Columbia and El Cielo",,4.2,4.2,CAD 86.90,/attractions/mx/prvnyjw1d7sa-cozumel-snorkelling-tour-with-drinks.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134497472.jpg?k=888f7a19869c3f845d0d2e2079317de8fa39d8b33c94871f716e8ed7a4e4993f&o=
Cozumel,Five Cenotes Jungle Experience in the Riviera Maya,"The cenotes we visit are unknown and not listed among the famous ones, so be ready to visit a uni...",,4.9,4.9,CAD 202.30,/attractions/mx/prnysf604syn-five-cenotes-jungle-experience-in-the-riviera-maya.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/146547723.jpg?k=af54c8d0ab5b77aced93f9b09897ed1673854c7a2451247d42a80ffe3fe69a94&o=
Cozumel,Surfing Lessons - Learn To Surf In Playa del Carmen,Learning to surf is one of the most amazing things you can do for yourself. As they say: only a s...,,,,CAD 101.83,/attractions/mx/prg2dv9qgkmg-surfing-lessons-learn-to-surf-in-playa-del-carmen.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/223352755.jpg?k=09cd8bb4f80ed56a21b8cb6e642b37d721dabbefa3cd3dcd2b4a2c6e4ce14812&o=
Cozumel,Snorkeling akumal,"I swim with sea turtles in their natural habitat, always in the company of one of our local guide...",,,,CAD 54.31,/attractions/mx/prd5crg550v9-akumal-turtles-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/157675000.jpg?k=52bfb4de530405d78773fab388690187c6bdc900414adbcbb999200e2026d009&o=
Cozumel,Guided Midget Submarine Tour,An underwater adventure to explore the marine life around Cozumel,,4.4,4.4,CAD 122.18,/attractions/mx/prpzurbqkydv-guided-midget-submarine-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/107728643.jpg?k=6245bf78f55c25dae48aaa1f1a4112a1b62eb63753b30e96e1df9905bd9adb58&o=
Cozumel,"Zipline, ATV and Cenote Experience with Lunch","Action-packed jungle adventure, combining adrenaline with beautiful scenery and a sacred pool",,,,CAD 112.69,/attractions/mx/prj7r9zfbcpq-zipline-atv-and-cenote-experience-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/144992303.jpg?k=774f120aafb6526b71755e7f1292ef9d39627410573235d779e4cdcf73c4782f&o=
Cozumel,Xplor Fuego Adrenaline Tour,A nighttime visit to an adventure park in the Riviera Maya,,,,CAD 253.90,/attractions/mx/prpv1ngez5o1-xplor-fuego-adrenaline-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/130102499.jpg?k=ad690a0a63df2138af87cb4bca6ac970f063edb2e8d7aa6bd888fba8a48d7a3e&o=
Cozumel,Bacalar Lagoon Tour with Lunch,A guided tour to explore the iconic Bacalar Lagoon in Mexico,,,,CAD 191.44,/attractions/mx/prvasi0o6xsa-bacalar-lagoon-tour-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130104361.jpg?k=63cbe309df2a6a70ef8ffc2a24ebc700cb92a8a0a9873a4eb6f4a4047c736b67&o=
Cozumel,Guided Mayan Archaeological Sites and City Tour,"A tour to Coba and Tulum, Playa del Carmen city along with a Mexican lunch",,,,CAD 67.89,/attractions/mx/prk4tjimedji-guided-mayan-archaeological-sites-and-city-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115852966.jpg?k=a11745660c0f01255c9ef8d4ff70e9908ac6a50c2a3b9c550bc207fc59ba9f43&o=
Cozumel,ATV Riding and Cenote Tour,A guided tour exploring jungle and cave scenery,,4.1,4.1,CAD 142.56,/attractions/mx/prisnaptoqje-atv-riding-and-cenote-tour.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134538026.jpg?k=7fdf4f0f7f06df4504881abc79007daddb855be353c1c11b70fe5d23582cd05b&o=
Cozumel,Tour of Xplor Fuego Park with All-Inclusive Dinner,An action-packed day trip to a jungle adventure park,,,,CAD 233.53,/attractions/mx/prbrmmrj7nrx-tour-of-xplor-fuego-park-with-all-inclusive-dinner.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115964326.jpg?k=732c6f2fdac953a48a6b4328393fca335cdf91361a1ec9acfcf1196e106f04d7&o=
Cozumel,ATV Tour to Two Cenotes and a Ziplining Site,An off-road adventure into the jungle with thrilling activities and lunch included,,,,CAD 123.56,/attractions/mx/prmm0ldmsifp-atv-tour-to-two-cenotes-and-a-ziplining-site.en-gb.html?source=searchresults-product-card&ufi=-1659715,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/130016137.jpg?k=6d62101ca792229afb6fb65e79eaeeccea679a04804ec5832b770ff77868850a&o=
Sonoma,Napa Valley Wine Trolley Tour with Lunch,A unique way to explore the landscapes and wineries of the beautiful Napa Valley,,4.4,4.4,CAD 169.72,/attractions/us/pr3hpijmh0kb-napa-valley-wine-trolley-tour-with-lunch.en-gb.html?source=searchresults-product-card&ufi=20016056,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115927413.jpg?k=7710f37e3a149edd808d6b80cc76c875f01ef539e1ba265be6bcb1369c034ebc&o=
Sonoma,Small-Group Wine-Tasting Tour through Napa Valley,"Join us on a full-day, small-group wine tour of the Spectacular Napa Valley wine country! You’ll ...",,4.9,4.9,CAD 176.09,/attractions/us/prdohuqzw23a-small-group-wine-tasting-tour-through-napa-valley.en-gb.html?source=searchresults-product-card&ufi=20016056,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/184376898.jpg?k=18928af58938eaabf6a7386b0eb47a2efdc21ac62b1450a3bc55cc3d55787367&o=
Sonoma,Sonoma Valley Wine Trolley,Tour of the Sonoma Valley in a cable car with lunch,,4.7,4.7,CAD 169.72,/attractions/us/pr3djnmd0yvt-sonoma-valley-wine-trolley.en-gb.html?source=searchresults-product-card&ufi=20016056,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115884830.jpg?k=748da50ddcdeb14517b7706f3f319c1fcf898e1bd62fa3f8ec797c1987971cca&o=
Sonoma,Point Reyes to Tomales Self-guided Driving Tour,A driving tour exploring the scenery and communities of the region with an audio guide,,,,CAD 8.13,/attractions/us/prwudppszmw6-point-reyes-to-tomales-self-guided-driving-tour.en-gb.html?source=searchresults-product-card&ufi=20016056,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/115729666.jpg?k=b2d3eb8f6b52cd44937111f3e12acbdfce1ac8cd7ba7fea4a3ee23eae9ce0415&o=
