city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Coral Springs Scavenger Hunt Tour,"This tour will give you an opportunity to discover the city at your own pace as you participate in a scavenger hunt. You will download an app that you will use to find items or complete challenges across Coral Springs in any order you like. You will then take photos of the items you find or of the challenges you complete to win points.  You will have a remote guide available on chat for two hours to help you out and give you hints, but the tour itself has no time limit. At the end of your tour, you will be able to compare your points tally with participants from across the country in the app's leaderboard.","['An adventure-filled walking tour of Coral Springs', 'A fun way to explore iconic sites in Coral Springs', 'Compete with participants from across the country']","['Remote guide services', 'Downloadable app on your mobile device']","['Smartphone', 'Transportation']","['Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point9500 W Sample Rd, Coral Springs, FL, 33065The tour provider will contact you before your game with instructions on how to start. Please contact the tour provider if you do not receive a message before the start of the scavenger hunt."
Coral Springs City Scavenger Hunt Experience,"This experience will give you a chance to get to know Coral Springs City as you compete in a scavenger hunt on your smartphone. You will use an app to solve riddles that will lead you to find items or complete challenges across the city. You will then take photos of the items you find or of the challenges you complete to earn points. You will have a remote guide available on chat to help you out for two hours. At the end of your experience, you will be able to see where you rank by comparing your points with participants from across the world.",[],"['Remote guide services', 'All taxes', 'Downloadable app on your mobile device']","['Smartphone', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointW Sample Rd 9500, Coral Springs, 33065"
Digital Scavenger Hunt Experience,"This experience will give you an opportunity to get to know Fort Lauderdale as you complete a scavenger hunt using your smartphone. You will be provided with an app that will present you with riddles that you will have to solve to find items or complete challenges from a variety of categories as you travel across the city. You will then take photos of the items you find or of the challenges you complete to win points. You will have a remote guide available on chat to help you out and even give you hints. At the end of your experience, you will be able to see where you rank by comparing your points with participants.",[],"['Remote guide services', 'All taxes', 'Downloadable app on your mobile device']","['Smartphone', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointE Las Olas Blvd 32, South Fort Lauderdale, Fort Lauderdale, 33301"
Davie Scavenger Hunt,"On this tour, you’ll have the chance to explore the sights of Davie while solving riddles and challenges in a scavenger hunt. After downloading the game app to your smartphone, you’ll be able to head to the starting point and begin your adventure. You’ll answer questions and solve riddles to find the next stop on your tour, seeing some of Davie’s highlights along the way.  As you visit each location, you can take photos to submit in the game app, earning points for each site photographed. As you earn points, you’ll have the opportunity to climb up the leaderboard and try to beat the high score.",[],"['Game access', 'Remote guide services for two hours']","['Mobile device', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointS University Dr 1904, Davie, FL, 33324Before your game begins, you will receive a message containing game instructions."
Self-guided City Scavenger Hunt Tour,"This app-based game and self-guided tour will give you the opportunity to tour Fort Lauderdale in a fun and interactive way.  You’ll get to solve clues and riddles while discovering some of the city’s most notable landmarks, such as the Stranahan House, Bubier Park, King-Cromartie House and Esplanade Park, among others. Along the way, you’ll gain insights into the city’s history, culture and architecture. When the game wraps up, you’ll be able to peruse the city at your own pace.",[],['Souvenir photos'],"['Food and drinks', 'Transportation to and from attractions']",['Requires a moderate level of physical fitness'],"['English (UK)', 'English (UK)', 'English (UK)']","Departure pointE Las Olas Blvd 32, South Fort Lauderdale, Fort Lauderdale, FL, 33301"
Zombie Scavenger Hunt in Coral Springs,"With this self-guided, zombie-themed scavenger hunt, you'll get to explore Coral Springs in a unique way. Following the game in the app, you'll need to strategise to find survival items and complete thrilling zombie-themed challenges around the city in order to gain points and survive the apocalypse.  You'll have a remote host to help you for an hour during the game and you'll be able to compare your score to other teams around the country.",[],"['One hour with a remote interactive survival guide', 'Self-guided walking activity']","['Use of activity-owned smartphone', 'Private transportation']",['Suitable for all fitness levels'],['This is a digital scavenger hunt played using an app on your phone.\rYou can play the game anytime during normal business hours from 11:00 to 17:00.\rPlease note that discounted or reduced-price tickets are not available for this tour. Participants of all age groups should purchase the available ticket.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book.Operated by Zombie Scavengers Hunts'],"Departure pointW Sample Rd 9500, Coral Springs, FL, 33065You will receive a message before your game with instructions on how to start."
Smartphone-Based Scavenger Hunt Tour,"This tour will give you an opportunity to get to know the city at your own pace as you participate in a scavenger hunt. You will download an app that you will use to find items or complete challenges across Fort Lauderdale in any order you like. You will then take photos of the items you find or of the challenges you complete to win points.  You will have a remote guide available on chat for two hours to help you out and give you hints, but the tour itself has no time limit. Throughout the tour, you will be able to compare your points with participants from across the country in the app's ranking section.","['An adventure-filled walking tour of Fort Lauderdale', 'Compete with participants from across the country', 'A fun way to explore iconic sites in Fort Lauderdale']","['Remote guide services', 'Downloadable app on your mobile device']","['Smartphone', 'Transportation']","['Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point32 E Las Olas Blvd, South Fort Lauderdale, Fort Lauderdale, FL, 33301The tour provider will contact you before your game with instructions on how to start. Please contact the tour provider if you do not receive a message before the start of the scavenger hunt."
Self-guided Scavenger Hunt in Hollywood,"With this self-guided scavenger hunt, you'll discover Hollywood in a unique way. You'll hunt for items around the city and complete wacky challenges as you compete to be the King or Queen of your team.  During the activity, you'll have access to a remote host for two hours who'll be able to help you if you get stuck and you'll be able to see the leaderboard on the app to check how you compare to other teams playing the game.",[],['Two hours with a remote interactive guide'],"['Use of activity-owned smartphone', 'Transportation']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point1 N Young Cir, Parkside, Hollywood, FL, 33020You will receive a message before your game with instructions on how to start."
Segway Tour with Comedian Guide,"During this tour, you’ll have the chance to hop on a Segway and cruise through the streets of Fort Lauderdale. As you pass by some of the city’s most notable attractions, you’ll be entertained by your comedian guide’s celebrity impressions and goofy voices.",[],['Guide services'],['Tips (optional)'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointFort Lauderdale Historical Society, SW 2nd Ave 219, South Fort Lauderdale, Fort Lauderdale, 33301Meet at the Fort Lauderdale Historical Society, located directly behind Taco Craft."
Self-drive Scavenger Hunt,"During this self-guided scavenger hunt, you'll discover Fort Lauderdale in an entertaining and unique way. You'll need to solve clues and complete challenges at checkpoints around the city and send photos to your remote host to update them on your progress.  As you drive through the city, you'll get to see some of Fort Lauderdale's highlights as well as lesser-known attractions, including an unusual coffee shop and a shocking epitaph.",[],"['Scavenger hunt document', 'Remote guide']",,['Suitable for all fitness levels'],"['Please provide your contact information in the special requirements field at checkout. \rEach team must bring at least one fully charged smartphone that has GPS and that can can send and receive data, photos, videos and text messages. If you have an international phone number or encounter other technical difficulties, you must complete the game using WhatsApp or email.\rThis is a driving tour. A car-less version is available on request.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Alley Kat Adventures']","Departure pointE Las Olas Blvd, Fort Lauderdale, FL, 33316 Please begin the quest tour outside in front of the starting location."
Private Hollywood Beach Broadwalk Segway Tour,"During this 90-minute tour, you will drive a Segway along Hollywood Beach. This Segway tour will include insider commentary on how the South Florida beach has transformed over the years from a guide who is a former Hollywood Beach lifeguard. Midway through the tour, you will have the chance to try driving a hands-free Segway. This 19.3 km tour is the only tour of its kind permitted to operate on the boardwalk.",[],"['Guide services', 'Segway usage']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointN Ocean Dr 2501, Hollywood Beach, Hollywood, CA, 33019Meet your guide at the listed address."
Delray Beach Food Tour,"During this three-hour tour, you’ll explore the culinary scene of Delray Beach with a local guide. Right next to Boca Raton, the small city on Florida’s southeast coast is known for its friendly atmosphere, art scene and a host of foodie hotspots. You’ll walk through the popular Atlantic Avenue, exploring craft eateries and bars and enjoying a wide variety of tastings and demonstrations along the way.",[],"['Guide services', 'Bottled water', 'Food tastings', 'Lunch', 'Drinks']",['Transportation'],['Suitable for all fitness levels'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Meeting pointEl Camino, NE 2nd Ave 15, Delray Beach, 33444"
Universal Studios Hollywood Admission,"This ticket will provide you with admission to Universal Studios Hollywood, where you'll experience the theme park's exhilarating rides, world-class shows and other attractions.  Some of the rides on offer include Illumination’s Despicable Me Minion Mayhem, Fast & Furious – Supercharged and Transformers: The Ride 3D. You can also enter the Wizarding World of Harry Potter to explore Hogwarts Castle and the shops of Hogsmeade and ride Harry Potter and the Forbidden Journey.  In Super Nintendo World, you'll have the chance to race classic Mario Kart courses alongside iconic characters like Mario, Luigi and Princess Peach. As an added bonus, you'll be able to tour the Universal Studios Lot and take a behind-the-scenes look at how Hollywood movies are made.","['Chance to explore the Universal Studios Lot', 'Theme park attractions based on popular films', 'Opportunity to enjoy the Special Effects Show']","['Admission', 'Studio and backlot tour', 'The Wizarding World of Harry Potter™', 'Entertainment including the Special Effects Show and Waterworld®']",['Parking'],"['Visitors must show a valid photo ID.', 'Passport needed']","['This ticket is non-transferable, non-refundable and non-exchangeable. This ticket may not be altered, copied, transferred or resold. This ticket is only valid for the person named on it, or when accompanied by the person named on it. This ticket cannot be combined with other offers, separately ticketed events, discounts, Halloween Horror Nights or sightseeing tours.\rBy accepting admission, you assume all inherent risks and agree to release Universal and its affiliates from liability for illness (including communicable/infectious diseases), loss, injury, or damage related to your purchase or visit. Universal reserves the right to revoke the licence granted by this ticket. \rPark, rides/shows/attractions, entertainment, experience details and/or access to events may be restricted or unavailable due to capacity/closures/other factors and benefits/restrictions. \rOpening hours are subject to change without notice. For an accurate time schedule, please refer to the Universal Studios Hollywood website.\rPlease bring your ticket with you to the attraction.\rShow more', 'Show more']","Universal Studios Hollywood Admission100 Universal City Plaza, Universal City, Los Angeles, CA"
Admission to the Palm Springs Aerial Tramway,"With this ticket, you'll gain admission to the Palm Springs Aerial Tramway. The ticket will also allow you to ride from the desert to the San Jacinto Mountains. As you traverse the region, you'll move from a dry climate to a cool one. Travelling on board the aerial tramway, you'll also ascend into the pristine wilderness. Additionally, you'll spend time inside one of the largest rotating tramcars in the world for a chance to see parts of Southern California from the air.",[],['Tram ride'],"['Hotel pickup and drop off', 'Parking fees']",['Suitable for all fitness levels'],"[""Please refer to the Palm Springs Aerial Tramway's website for its hours of operation.\rIf you wish to present a mobile voucher, please download it before arriving at the ticket office.\rTickets are timed for the next available tram car on a first-come, first-served basis. \rPlease note that the Tramway is subject to delays and periodic shutdowns due to unforeseen circumstances. The attraction is not responsible for ticket refunds or if you are unable to redeem a voucher. \rTramway cars hold 80 people each and do not have seats. Passengers must remain standing throughout the 15-minute journey up the mountain. The distance is approximately 4 km, with a vertical ascent of 5,873 feet.\rShow more"", 'Show more']","Departure pointPalm Springs Aerial Tramway, 1 Tramway Rd, Palm Springs, CA, 92262-1828Please present your voucher at the ticket office to redeem your tickets."
Warner Bros. Studio Tour Hollywood,"On this guided tour, you'll get to explore Warner Bros. Studios – one of the oldest film studios in the world. You'll discover the backlots and soundstages used in some of the most famous Hollywood blockbusters and TV shows, along with costumes and props.  Highlights include a chance to visit iconic sets from 'Friends' such as Central Perk and Joey and Chandler's apartment. There's also the opportunity to step into recreated sets from the DC Universe and the Wizarding World of Harry Potter.",[],,,[],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Klook'],"Warner Bros. Studio Tour HollywoodWarner Bros. Studio Tour Hollywood Los Angeles, 3400 Warner Blvd, Burbank, Los Angeles, CA"
Three-hour Sightseeing Tour,"On this unique tour, you’ll visit several LA landmarks and stop at iconic locations for the best photo opportunities. You’ll explore hidden gems on the Sunset Strip and Rodeo Drive as well as in Beverly Hills, and you’ll visit a prime lookout spot on Mulholland Drive.  Your guide will show you locations from films like a house that featured in several blockbusters and the hotel from Pretty Women. You’ll get very close to the famous Hollywood Sign from a secret viewing point and end your tour at the Walk of Fame.",[],"['Transportation in an air-conditioned vehicle', 'WiFi on board', 'Bottled water']",['Tips'],['Suitable for all fitness levels'],"['Visitors cannot weigh more than 113kg.', 'Visitors cannot weigh more than 113kg.', 'Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointHollywood Blvd 6808, Central LA, Los Angeles, CA, 90028"
Whale-Watching Cruise,"This 2.5-hour cruise from Newport Beach will allow you to explore California’s rich biodiversity and breathtaking seascape. During your cruise off the Orange County coast, you’ll have an opportunity to catch a glimpse of giant blue, grey, finback, minke and humpback whales. You’ll also have a chance to see protected reserve birds, dolphins and picturesque white-sand beaches.",[],['2.5-hour whale-watching cruise'],"['Hotel pickup and drop-off', 'Tips', 'Fuel surcharge for children']",['Suitable for all fitness levels'],"['Operates in all weather conditions, please dress appropriately.', 'Operates in all weather conditions, please dress appropriately.']","Departure pointPalm St 309, Balboa Peninsula, Newport Beach, CA, 92661Please arrive at Unit A of the building facing the harbour, located at the listed address. The building is at the left side of the Auto Ferry if you are facing the east."
Swan Boat Night Ride at Echo Park Lake,"You'll get to spend an hour in a swan boat on Echo Park Lake in Los Angeles at nighttime with this ticket. As you pedal around or relax in the spacious backseat, you'll have scenic views of the Los Angeles skyline at dusk. Your boat will be lit with dazzling LEDs and you have the option to bring some food and drinks on board.",[],"['Swan boat rental', 'Life jacket']",,['Suitable for all fitness levels'],"['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointEcho Park Ave 751, Echo Park, Los Angeles, CA, 90026Please meet at the activity provider's office on the dock at Echo Park Lake."
Disneyland Resort One Park Per Day Tickets,"Before you buy1Check availabilityGo to Park availability calendar to check if your desired date is available.2Buy ticketsBe sure that the ticket dates match with the park’s availability.3Complete reservationAfter receiving your ticket, create an account with Disney to reserve your park dates.",[],['One park per day admisson'],"['Parking', 'MaxPass']",[],"['Before purchase, please check to see if your desired date is available.\rIt is recommended to make your theme park reservations immediately after purchasing admission. \rPlease be careful when filling in your email at the check-out page. The code used for redeeming your official ticket will be sent to this email address.\rChildren aged 0–2 years can participate for free.\rThe one-day ticket allows admission to either Disneyland Park or Disney California Adventure Park. Two- and three-day tickets provide admission to one park per day. \rShow more', 'Show more']","Disneyland Resort One Park Per Day Tickets1313 Disneyland Dr, Anaheim, CA, 92802"
Hollywood Sightseeing and Celebrity Homes Tour,"On this tour, you'll have the chance to discover some of Hollywood's iconic landmarks, along with views of the homes of world-famous celebrities. You'll begin your tour with a visit to Grauman's Chinese Theatre, where you can see the famous sidewalk handprints, before passing the Dolby Theatre, home to the Academy Awards. You'll then head for the Hollywood Hills and stop on Mulholland Drive to see panoramic views of the Hollywood Sign, Downtown Los Angeles and Universal Studios. You'll travel through the Sunset Strip, famous for its music venues and bars, before seeing the fashion houses and filming locations of Rodeo Drive.  You'll end your tour with a drive through an area famous for its celebrity homes. Here, you'll have the opportunity to catch a glimpse of residences belonging to personalities including Katy Perry, Tom Cruise, Madonna and Mick Jagger.",[],['Driver-guide'],"['Food and drinks', 'Tips', 'Hotel pickup and drop-off']",['Suitable for all fitness levels'],"['Please arrive at least 20 minutes before the activity starts.', 'Please arrive at least 20 minutes before the activity starts.']","Departure pointAccess Hollywood Tours, Hollywood Blvd 6541, Los Angeles, CA, 90028Make your way to the listed address."
Santa Barbara Trolley Tour,"On this 90-minute trolley tour in Santa Barbara, you will be able to see the city's most popular sites and attractions. During the tour, you will see the Santa Barbara County Courthouse, the Santa Barbara Zoo, the Old Mission Santa Barbara, Stearns Wharf, Butterfly Beach, State Street and more. You will also be able to learn historical facts and interesting information about the sites you will see during the tour from your professional guide.",[],['Guide services'],['Food and drinks'],['Suitable for all fitness levels'],"['English (UK)', 'English (UK)', 'English (UK)']","Ticket collection pointGarden St 1, Lower State, Santa Barbara, CA, 93101"
Authentic 3-Hour Hollywood to Beverly Hills Tour,"By using our small air conditioned vehicles, we will get you access that other companies only dream of, crafted by locals. We'll be taking along the famous walk of fame, giving you history insights from the 1920s onward. Our first stop will be at he very TOP of HollywoodHills for the best photos with nobody but you and our party! A very up-close and personal location. Get your Snapchat, IG, and Facebook ready. We'll make you a star! Of course, we'll make a stop by the famous Beverly Hills sign and celebrity houses. All along, we'll drive through the Hollywood Hills, Beverly Hills, West Hollywood, Sunset Strip, and much more!",[],"['Bottled water', 'WiFi on board', 'Air-conditioned vehicle']",['Gratuities'],[],"['4.7 / 5Exceptional(66 reviews)See all reviews', '4.7 / 5Exceptional(66 reviews)See all reviews', '4.7 / 5Exceptional(66 reviews)', 'Good value4.7Facilities4.7Quality of service4.7Ease of access4.7', 'Good value4.7Facilities4.7Quality of service4.7Ease of access4.7', 'Good value4.7', 'Good value4.7', 'Good value', 'Good value', '4.7', '4.7', '', 'Facilities4.7', 'Facilities4.7', 'Facilities', 'Facilities', '4.7', '4.7', '', 'Quality of service4.7', 'Quality of service4.7', 'Quality of service', 'Quality of service', '4.7', '4.7', '', 'Ease of access4.7', 'Ease of access4.7', 'Ease of access', 'Ease of access', '4.7', '4.7', '']","Departure point6808 Hollywood Blvd, Hollywood Blvd 6808, Central LA, Los Angeles, 90028Next to Harley Davidson Store.

Check-in will be 15 min before departure. Failure to appear on time for check-in will be considered a no-show, with no possible refund. A rescheduling fee will apply.

Allow yourself enough time to be there on time as LA traffic is unpredictable"
Hollywood Sign Hike and Photo Tour,"This 2.5-hour tour will take you on a hike up Mount Lee to visit the world-famous Hollywood Sign. As you hike, your guide will entertain you with stories and facts about this iconic landmark.  Along the way, there will be stops for photos to capture your journey. The tour will also include a visit to photo-worthy Griffith Park, which offers panoramic views of the sign and Los Angeles.","[""Knowledgeable guide will explain the sign's history as you travel"", '360-degree views of the city of Los Angeles', 'Photo-taking opportunity in Griffith Park']","['Guide services', 'Water', 'Snacks', 'Pictures']",,"['Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.']","['Comfortable clothing is recommended.\rPlease note that all the guides are professional photographers.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Hollywood Hikes, LLC']","Departure point6301 Innsdale Trail, Los Angeles, CA 90068Meet your guide at the provided meeting location."
Joshua Tree National Park Self-guided Driving Tour,"On this self-guided driving tour, you’ll have a chance to learn the history and explore the legendary beauty of Joshua Tree National Park. You’ll navigate a stunning desert filled with Joshua trees and great hikes as you investigate landmarks like Quail Mountain and the Lost Horse Mine. You'll also learn about the history of the park, from the days of the California Gold Rush to the fearsome McHaney gang.   To top it off, this package also includes a bonus self-guided tour of Palm Springs and surrounding attractions.",[],"['Self-guided audio tour', 'Offline maps']",['Admission to attractions'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointJoshua Tree Visitor Center, Park Blvd 6554, Joshua Tree, CA, 92252Please note that there are three options for a starting point. Please be sure to download the app and follow the directions as per details. 

To begin touring, go to the starting point and launch the app. The audio starts automatically. Stick to the tour route and speed limit for the best experience. 

Please note that no one will meet you at the starting point."
Newport Beach Dolphin and Whale Watching Cruise,"On this tour, you will get a chance to see many varieties of whales and dolphins, including humpback whales, gray whales, finback whales and more. Your tour will begin right outside Newport Bay, one of the largest marine protected areas in southern California. This 2.5–3 hour tour will be a good opportunity to explore the diverse aquatic life in the region.",[],['Landing and facility fees'],"['Alcoholic drinks (available to purchase)', 'Souvenir photos (available to purchase)', 'Food and drinks']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Departure point309 Palm St, Palm St 309, Balboa Peninsula, Newport Beach, CA, 92661Please arrive at Suite A located on the Balboa Boardwalk in Newport Beach."
"24-hour Hop-on, Hop-off Tour","On this tour, you'll be able to explore Los Angeles aboard an open-top, double-decker bus and see several landmarks. You'll be able to choose from two routes and 31 stops across the neighbourhoods of Hollywood, Beverly Hills and Santa Monica.  Multilingual audio guides will also be offered, allowing you to learn more about the monuments that you pass along the way. Stops on the tour will include notable areas such as Hollywood Boulevard, the Sunset Strip and Venice Beach. You can also stop by the TCL Chinese Theatre, Rodeo Drive, Santa Monica Pier and more, depending on the route you choose.","['Insights into the City of Angels with the help of a multilingual audio guide', 'Major city attractions, including Hollywood Boulevard and Beverly Hills', 'Ability to use your ticket for 24 hours, with an unlimited number of stops']","['24-hour hop-on, hop-off pass', 'Audio guide', 'Headsets']","['Admission to attractions', 'Food and drinks', 'Tips']",[],"['Children aged 0–2 years can join for free. \rBuses depart approximately every 45–60 minutes. \rIt is recommended to explore a maximum of two routes in one day, this ensures you have time at each stop. \rPlease note that the routes includes the following places\r- Red Route: Hollywood and Beverly Hills\rShow more', 'Show more']","Departure point6801 Hollywood Blvd, Los Angeles, CAYou can hop on at any stop along the tour routes."
Aquarium of the Pacific Skip-the-line Admission,"This ticket will grant you skip-the-line access to the Aquarium of the Pacific, where you’ll get the opportunity to explore wildlife inhabiting the Northern Pacific waters, the Tropical Eastern Pacific reefs and other areas of the Pacific Ocean. You’ll be able to visit Shark Lagoon, discover over 150 sharks and touch some of them. In the Sea Otter Habitat, you’ll get to observe sea otters swimming and playing around. You’ll also have the chance to enjoy the 180-degree show at the Honda Pacific Visions Theater.",[],"['Admission to the Aquarium of the Pacific', 'Admission to selected exhibitions and galleries', 'Access to The Pacific Visions Theater show']","['Transportation', 'Food and drinks', 'Personal expenses']",[],"['Please note that the operational hours of the attraction are daily from 09:00–18:00.\r Please note that the attraction remains closed on Christmas Day, 25 December.\r If you are arriving by car from Los Angeles, take Interstate 405 south to Interstate 710 and follow the signs. From Orange County, take Interstate 405 north and then take the California 22 West 7th Street exit. Continue west on 7th Street. Turn left on Alamitos Avenue. Continue on Shoreline Drive. Turn left on Aquarium Way.\r Please note that the tour price does not include car park. It is available at the Aquarium of the Pacific for an additional amount of USD 8 per day with Aquarium validation.\r You can find the car park near the waterside of Shoreline Drive between Chestnut Place and Aquarium Way.Please note that your voucher is valid for one year from the date of booking. \r If you cannot attend on the selected date and time, you can make a new reservation on the venue’s website. \r Please present your mobile or printed voucher to skip the line. \r This experience can accommodate pushchairs.']","Aquarium of the Pacific Skip-the-line Admission100 Aquarium Way, Long Beach, Los Angeles, CA, 90802"
Warner Bros. Studio Tour Hollywood,"On this guided tour, you will be provided with the opportunity to explore the Warner Bros. Studio in Hollywood. You'll go behind-the-scenes on the sets of Friends, Gilmore Girls and The Big Bang Theory, as well as visit Studio 48, where you'll gain a deeper insight into the process of filmmaking through immersive exhibits.  Once you've took some Instagram-worthy photos in the Batcave, you'll be able to explore the studios further and learn more about its star-studded history, as you retrace the steps of Hollywood greats like Audrey Hepburn, Joan Crawford, James Cagney and more.",[],,,[],"['What guests loved mostSee all reviewsMMilaUnited StatesVisited with familyFor me it was an unforgettable experience\xa0Posted 03 January 2024 on Booking.comSSonjaGermanyVisited with a partner or spouseMovie lovers, Friends lovers will enjoy the tour, you can spend 3-4h here. I loved it.\xa0Posted 20 December 2023 on Booking.comLLindaVisited with familyIt was great to see and learn about what happens behind the scenes.\xa0Posted 12 January 2024 on Booking.comTTaiUnited StatesVisited with a partner or spouseIt was amazing to tour the sound stage and sets. Getting all the information on all the different series and shows that utilize the same set and how i...\xa0morePosted 13 December 2023 on Booking.comCCarlosCosta RicaVisited with a partner or spouseComo fanatico del cine, esta es una atraccion imperdible. Los sets de Friends y BBT son espectaculares.\xa0Posted 18 January 2024 on Booking.comShow translation', 'What guests loved mostSee all reviews', 'MMilaUnited StatesVisited with familyFor me it was an unforgettable experience\xa0Posted 03 January 2024 on Booking.comSSonjaGermanyVisited with a partner or spouseMovie lovers, Friends lovers will enjoy the tour, you can spend 3-4h here. I loved it.\xa0Posted 20 December 2023 on Booking.comLLindaVisited with familyIt was great to see and learn about what happens behind the scenes.\xa0Posted 12 January 2024 on Booking.comTTaiUnited StatesVisited with a partner or spouseIt was amazing to tour the sound stage and sets. Getting all the information on all the different series and shows that utilize the same set and how i...\xa0morePosted 13 December 2023 on Booking.comCCarlosCosta RicaVisited with a partner or spouseComo fanatico del cine, esta es una atraccion imperdible. Los sets de Friends y BBT son espectaculares.\xa0Posted 18 January 2024 on Booking.comShow translation', 'MMilaUnited StatesVisited with familyFor me it was an unforgettable experience\xa0Posted 03 January 2024 on Booking.com', 'MMilaUnited StatesVisited with familyFor me it was an unforgettable experience\xa0Posted 03 January 2024 on Booking.com', 'M', 'M', 'M', 'MilaUnited StatesVisited with family', 'Mila', 'United StatesVisited with family', 'United States', 'Visited with family', 'Visited with family', 'Posted 03 January 2024 on Booking.com', 'SSonjaGermanyVisited with a partner or spouseMovie lovers, Friends lovers will enjoy the tour, you can spend 3-4h here. I loved it.\xa0Posted 20 December 2023 on Booking.com', 'SSonjaGermanyVisited with a partner or spouseMovie lovers, Friends lovers will enjoy the tour, you can spend 3-4h here. I loved it.\xa0Posted 20 December 2023 on Booking.com', 'S', 'S', 'S', 'SonjaGermanyVisited with a partner or spouse', 'Sonja', 'GermanyVisited with a partner or spouse', 'Germany', 'Visited with a partner or spouse', 'Visited with a partner or spouse', 'Posted 20 December 2023 on Booking.com', 'LLindaVisited with familyIt was great to see and learn about what happens behind the scenes.\xa0Posted 12 January 2024 on Booking.com', 'LLindaVisited with familyIt was great to see and learn about what happens behind the scenes.\xa0Posted 12 January 2024 on Booking.com', 'L', 'L', 'L', 'LindaVisited with family', 'Linda', 'Visited with family', 'Visited with family', 'Visited with family', 'Posted 12 January 2024 on Booking.com', 'TTaiUnited StatesVisited with a partner or spouseIt was amazing to tour the sound stage and sets. Getting all the information on all the different series and shows that utilize the same set and how i...\xa0morePosted 13 December 2023 on Booking.com', 'TTaiUnited StatesVisited with a partner or spouseIt was amazing to tour the sound stage and sets. Getting all the information on all the different series and shows that utilize the same set and how i...\xa0morePosted 13 December 2023 on Booking.com', 'T', 'T', 'T', 'TaiUnited StatesVisited with a partner or spouse', 'Tai', 'United StatesVisited with a partner or spouse', 'United States', 'Visited with a partner or spouse', 'Visited with a partner or spouse', 'Posted 13 December 2023 on Booking.com', 'CCarlosCosta RicaVisited with a partner or spouseComo fanatico del cine, esta es una atraccion imperdible. Los sets de Friends y BBT son espectaculares.\xa0Posted 18 January 2024 on Booking.comShow translation', 'CCarlosCosta RicaVisited with a partner or spouseComo fanatico del cine, esta es una atraccion imperdible. Los sets de Friends y BBT son espectaculares.\xa0Posted 18 January 2024 on Booking.comShow translation', 'C', 'C', 'C', 'CarlosCosta RicaVisited with a partner or spouse', 'Carlos', 'Costa RicaVisited with a partner or spouse', 'Costa Rica', 'Visited with a partner or spouse', 'Visited with a partner or spouse', 'Posted 18 January 2024 on Booking.comShow translation', '']","Warner Bros. Studio Tour HollywoodWarner Bros. Studio Tour Hollywood: 3400 Warner Blvd, Burbank, Los Angeles, CA,  91505"
